6	68	107	158	170	182	183
21	68	107	158	170	182	183
25	68	107	158	170	182	183
56	68	107	158	170	182	183
68	71	107	158	170	182	183
68	72	107	158	170	182	183
68	77	107	158	170	182	183
68	97	107	158	170	182	183
68	103	107	158	170	182	183
68	104	107	158	170	182	183
68	107	108	158	170	182	183
68	107	112	158	170	182	183
68	107	115	158	170	182	183
68	107	125	158	170	182	183
68	107	137	158	170	182	183
68	107	143	158	170	182	183
68	107	158	167	170	182	183
68	107	158	170	175	182	183
68	107	158	170	179	182	183
68	107	158	170	180	182	183
68	107	158	170	181	182	183
68	107	158	170	182	183	200
6	7	68	107	158	182	183
7	21	68	107	158	182	183
7	25	68	107	158	182	183
7	56	68	107	158	182	183
7	68	71	107	158	182	183
7	68	72	107	158	182	183
7	68	77	107	158	182	183
7	68	97	107	158	182	183
7	68	103	107	158	182	183
7	68	104	107	158	182	183
7	68	107	108	158	182	183
7	68	107	112	158	182	183
7	68	107	115	158	182	183
7	68	107	125	158	182	183
7	68	107	137	158	182	183
7	68	107	143	158	182	183
7	68	107	158	167	182	183
7	68	107	158	175	182	183
7	68	107	158	179	182	183
7	68	107	158	180	182	183
7	68	107	158	181	182	183
7	68	107	158	182	183	200
6	68	107	109	158	183	194
21	68	107	109	158	183	194
25	68	107	109	158	183	194
56	68	107	109	158	183	194
68	71	107	109	158	183	194
68	72	107	109	158	183	194
68	77	107	109	158	183	194
68	97	107	109	158	183	194
68	103	107	109	158	183	194
68	104	107	109	158	183	194
68	107	108	109	158	183	194
68	107	109	112	158	183	194
68	107	109	115	158	183	194
68	107	109	125	158	183	194
68	107	109	137	158	183	194
68	107	109	143	158	183	194
68	107	109	158	167	183	194
68	107	109	158	175	183	194
68	107	109	158	179	183	194
68	107	109	158	180	183	194
68	107	109	158	181	183	194
68	107	109	158	183	194	200
6	8	68	107	158	182	183
8	21	68	107	158	182	183
8	25	68	107	158	182	183
8	56	68	107	158	182	183
8	68	71	107	158	182	183
8	68	72	107	158	182	183
8	68	77	107	158	182	183
8	68	97	107	158	182	183
8	68	103	107	158	182	183
8	68	104	107	158	182	183
8	68	107	108	158	182	183
8	68	107	112	158	182	183
8	68	107	115	158	182	183
8	68	107	125	158	182	183
8	68	107	137	158	182	183
8	68	107	143	158	182	183
8	68	107	158	167	182	183
8	68	107	158	175	182	183
8	68	107	158	179	182	183
8	68	107	158	180	182	183
8	68	107	158	181	182	183
8	68	107	158	182	183	200
6	68	107	117	158	183	194
21	68	107	117	158	183	194
25	68	107	117	158	183	194
56	68	107	117	158	183	194
68	71	107	117	158	183	194
68	72	107	117	158	183	194
68	77	107	117	158	183	194
68	97	107	117	158	183	194
68	103	107	117	158	183	194
68	104	107	117	158	183	194
68	107	108	117	158	183	194
68	107	112	117	158	183	194
68	107	115	117	158	183	194
68	107	117	125	158	183	194
68	107	117	137	158	183	194
68	107	117	143	158	183	194
68	107	117	158	167	183	194
68	107	117	158	175	183	194
68	107	117	158	179	183	194
68	107	117	158	180	183	194
68	107	117	158	181	183	194
68	107	117	158	183	194	200
6	68	107	118	158	183	194
21	68	107	118	158	183	194
25	68	107	118	158	183	194
56	68	107	118	158	183	194
68	71	107	118	158	183	194
68	72	107	118	158	183	194
68	77	107	118	158	183	194
68	97	107	118	158	183	194
68	103	107	118	158	183	194
68	104	107	118	158	183	194
68	107	108	118	158	183	194
68	107	112	118	158	183	194
68	107	115	118	158	183	194
68	107	118	125	158	183	194
68	107	118	137	158	183	194
68	107	118	143	158	183	194
68	107	118	158	167	183	194
68	107	118	158	175	183	194
68	107	118	158	179	183	194
68	107	118	158	180	183	194
68	107	118	158	181	183	194
68	107	118	158	183	194	200
6	68	107	158	170	183	194
21	68	107	158	170	183	194
25	68	107	158	170	183	194
56	68	107	158	170	183	194
68	71	107	158	170	183	194
68	72	107	158	170	183	194
68	77	107	158	170	183	194
68	97	107	158	170	183	194
68	103	107	158	170	183	194
68	104	107	158	170	183	194
68	107	108	158	170	183	194
68	107	112	158	170	183	194
68	107	115	158	170	183	194
68	107	125	158	170	183	194
68	107	137	158	170	183	194
68	107	143	158	170	183	194
68	107	158	167	170	183	194
68	107	158	170	175	183	194
68	107	158	170	179	183	194
68	107	158	170	180	183	194
68	107	158	170	181	183	194
68	107	158	170	183	194	200
6	7	68	107	158	183	194
7	21	68	107	158	183	194
7	25	68	107	158	183	194
7	56	68	107	158	183	194
7	68	71	107	158	183	194
7	68	72	107	158	183	194
7	68	77	107	158	183	194
7	68	97	107	158	183	194
7	68	103	107	158	183	194
7	68	104	107	158	183	194
7	68	107	108	158	183	194
7	68	107	112	158	183	194
7	68	107	115	158	183	194
7	68	107	125	158	183	194
7	68	107	137	158	183	194
7	68	107	143	158	183	194
7	68	107	158	167	183	194
7	68	107	158	175	183	194
7	68	107	158	179	183	194
7	68	107	158	180	183	194
7	68	107	158	181	183	194
