0	11	27	35	39	40	41	42	53	64	66	71	83	114	144	151	153	162	170	172	180	183	206
0	11	27	35	39	40	41	42	53	64	66	71	83	89	114	144	151	153	162	172	180	183	190
0	27	34	35	39	40	41	42	53	61	64	66	71	83	89	114	116	151	153	170	172	180	183
0	11	27	35	39	40	41	42	53	64	66	71	83	89	114	151	153	162	170	172	180	183	195
0	27	34	35	36	39	40	41	42	53	61	64	66	71	83	114	119	149	151	153	172	180	183
0	27	35	36	39	40	41	42	53	61	64	66	71	83	89	114	151	153	162	172	180	183	205
0	11	27	35	39	40	41	42	53	64	66	71	83	89	114	119	151	153	162	170	172	180	183
0	27	35	39	40	41	42	53	61	64	66	71	83	114	148	151	153	162	172	180	183	190	205
0	27	34	35	39	40	41	42	53	61	64	66	71	83	89	114	151	153	154	172	180	183	190
0	11	27	35	39	40	41	42	53	64	66	71	83	89	114	151	153	154	162	172	180	183	190
0	27	34	35	36	39	40	41	42	53	61	64	66	71	83	114	116	148	151	153	172	180	183
0	27	34	35	39	40	41	42	53	61	64	65	66	71	83	114	119	151	153	172	180	183	190
0	11	27	34	35	36	39	40	41	42	53	64	66	71	83	102	114	151	153	172	180	183	205
0	11	27	35	39	40	41	42	53	64	66	71	83	89	114	151	153	162	170	172	180	183	205
0	27	34	35	36	39	40	41	42	53	61	64	66	71	83	89	114	151	153	172	180	183	195
0	11	27	35	39	40	41	42	53	64	66	71	83	114	144	151	153	156	162	172	180	183	190
0	11	27	34	35	36	39	40	41	42	53	64	66	71	83	102	114	151	153	172	180	183	195
0	27	34	35	36	39	40	41	42	53	61	64	66	71	83	89	114	119	151	153	172	180	183
0	11	27	35	39	40	41	42	53	64	66	71	83	89	114	116	151	153	162	172	180	183	190
0	11	27	34	35	36	39	40	41	42	53	64	66	71	83	102	114	119	151	153	172	180	183
0	27	34	35	36	39	40	41	42	53	61	64	66	71	83	89	114	151	153	154	172	180	183
0	11	27	35	39	40	41	42	53	64	66	71	83	89	114	144	151	153	162	170	172	180	183
0	11	27	34	35	36	39	40	41	42	53	64	66	71	83	102	114	151	153	154	172	180	183
0	27	34	35	36	39	40	41	42	53	61	64	66	71	83	89	114	144	151	153	172	180	183
0	11	27	34	35	36	39	40	41	42	53	64	66	71	83	90	102	114	151	153	172	180	183
0	27	34	35	39	40	41	42	53	61	64	66	71	83	89	114	144	151	153	170	172	180	183
