2	29	40	46	85	89	97	102	118	170	184	195
21	28	29	31	40	41	89	97	118	170	174	195
31	40	85	89	97	107	118	170	176	183	184	195
31	41	89	96	97	102	107	118	152	170	195	196
21	29	31	40	89	97	102	116	117	118	170	195
17	31	36	40	41	89	97	102	107	118	170	195
12	31	36	40	41	89	97	102	107	118	170	195
22	29	84	102	109	116	117	118	156	170	183	195
29	31	41	68	89	102	103	107	118	147	170	195
31	40	41	89	97	102	107	118	166	170	180	195
26	29	31	40	41	89	97	118	170	174	184	195
31	40	41	85	89	97	102	107	118	152	170	195
7	31	40	41	83	89	97	102	107	118	170	195
31	40	41	76	89	97	102	107	118	136	170	195
22	29	30	85	102	107	117	118	152	170	174	195
31	38	40	41	89	97	102	107	118	170	178	195
21	29	31	40	41	89	97	118	170	174	188	195
7	29	35	40	85	89	97	102	118	170	184	195
31	40	41	89	96	97	102	107	118	170	185	195
22	31	35	40	89	107	118	144	170	183	184	195
29	31	40	89	97	102	107	117	118	129	170	195
31	40	41	89	97	102	107	118	136	170	174	195
31	40	41	89	95	97	102	107	118	170	195	197
2	29	40	85	89	97	102	118	144	170	184	195
0	31	35	40	89	107	118	152	170	183	184	195
31	40	41	72	89	96	97	102	107	118	170	195
7	19	31	40	41	89	97	102	107	118	170	195
2	29	40	52	85	89	97	102	118	170	184	195
7	31	40	41	89	97	102	107	118	170	185	195
31	40	41	89	96	97	102	107	118	129	170	195
31	40	41	89	96	97	102	104	107	118	170	195
29	31	40	41	76	89	97	102	107	118	170	195
29	35	40	85	89	97	102	112	118	170	184	195
4	21	29	31	40	41	89	97	118	170	174	195
31	40	41	89	97	102	107	118	144	170	178	195
29	35	40	55	85	89	97	102	118	170	184	195
22	29	30	102	116	117	118	156	170	171	183	195
31	40	41	89	95	97	102	107	118	170	178	195
8	21	29	31	40	41	89	97	118	170	174	195
35	40	85	89	107	117	118	170	183	184	195	196
31	35	40	89	97	107	118	170	183	184	194	195
22	29	30	31	66	102	117	118	156	170	183	195
22	29	30	102	116	117	118	156	164	170	183	195
2	29	40	48	85	89	97	102	118	170	184	195
31	40	41	67	89	97	102	107	118	170	195	204
22	29	35	40	85	89	97	102	118	170	184	195
31	40	41	67	89	97	102	107	118	170	180	195
31	40	89	102	107	118	120	170	171	183	184	195
26	29	31	40	41	89	97	118	170	174	183	195
31	36	40	41	89	97	102	107	112	118	170	195
35	40	81	85	89	107	118	158	170	183	184	195
21	29	31	40	41	89	97	118	170	174	195	197
31	41	85	89	97	102	107	118	152	170	195	196
17	31	40	41	85	89	97	102	107	118	170	195
2	29	40	85	89	97	102	118	158	170	184	195
31	40	41	89	96	97	102	107	118	170	180	195
29	31	32	40	41	89	97	102	116	118	170	195
8	22	29	102	117	118	152	156	170	183	184	195
31	38	40	41	89	97	102	107	118	170	195	203
31	40	41	89	97	102	107	117	118	170	193	195
8	29	31	40	66	97	102	107	117	118	170	195
29	31	40	89	97	102	107	117	118	170	183	195
31	40	41	85	89	97	102	107	118	170	180	195
22	29	66	102	109	117	118	152	156	170	183	195
0	26	29	31	40	41	89	97	107	118	170	195
29	31	40	41	89	97	102	118	170	174	195	196
29	31	40	41	89	97	102	118	170	171	183	195
21	29	85	102	117	118	152	156	170	183	184	195
21	22	29	31	97	102	117	118	156	170	183	195
29	31	40	89	97	102	109	117	118	170	195	201
21	22	29	30	31	102	117	118	156	170	183	195
22	29	85	102	107	117	118	152	158	170	174	195
21	22	29	39	85	102	107	117	118	170	174	195
31	36	40	41	89	97	102	107	118	170	195	197
29	39	40	85	89	97	102	118	170	184	195	201
22	29	30	102	116	117	118	156	170	183	194	195
29	35	36	40	85	89	97	102	118	170	184	195
22	31	40	89	102	107	118	170	182	183	184	195
8	29	40	85	89	97	102	118	145	170	184	195
29	35	40	85	89	97	102	118	170	183	184	195
31	38	40	41	89	97	102	107	118	170	195	197
29	31	40	41	77	89	97	118	164	170	174	195
29	30	31	40	41	89	97	102	118	170	195	201
31	40	89	102	107	118	154	170	183	184	194	195
29	31	41	66	68	89	102	107	118	170	180	195
31	41	89	97	102	107	118	120	147	170	195	196
29	31	40	41	89	97	112	118	170	174	195	201
31	40	41	89	97	102	107	118	144	170	174	195
31	40	41	89	97	102	107	118	136	170	195	203
29	31	40	41	89	97	102	118	120	170	195	201
29	35	40	72	85	89	97	102	118	170	184	195
6	31	41	89	97	102	107	118	157	170	195	196
29	31	40	41	89	97	118	170	174	183	195	203
29	31	35	41	68	89	103	107	118	152	170	195
29	31	41	68	89	102	103	107	118	157	170	195
31	35	38	40	41	89	107	118	170	183	184	195
26	29	31	40	89	97	102	107	117	118	170	195
31	40	41	67	77	89	97	102	107	118	170	195
31	40	41	83	89	97	102	107	118	166	170	195
31	40	41	67	89	97	102	103	107	118	170	195
22	29	31	102	109	116	117	118	156	170	183	195
31	36	40	41	89	97	102	107	118	170	174	195
21	22	29	31	40	66	97	102	117	118	170	195
31	40	89	96	102	107	118	152	170	183	184	195
29	31	35	40	41	89	97	102	118	170	195	201
31	40	41	89	97	101	102	107	118	144	170	195
31	40	41	89	97	102	107	118	143	166	170	195
29	31	36	40	89	97	102	117	118	170	184	195
29	31	40	89	97	102	107	112	117	118	170	195
31	40	41	89	97	102	107	117	118	170	195	203
31	38	40	41	72	89	97	102	107	118	170	195
31	36	40	41	83	89	97	102	107	118	170	195
31	40	41	67	89	97	102	107	118	170	195	197
29	39	40	85	89	97	102	109	118	170	184	195
21	29	40	85	89	97	102	116	118	170	184	195
26	31	38	40	41	89	97	102	107	118	170	195
7	31	40	41	89	97	102	107	118	170	174	195
26	31	40	41	67	89	97	102	107	118	170	195
22	29	30	67	102	116	117	118	156	170	183	195
29	31	40	41	89	97	102	107	118	170	195	204
22	29	42	85	102	107	117	118	152	170	174	195
