36	68	112	144	158	170	183	194	201
22	31	68	109	112	158	183	194	195
7	31	68	158	180	183	194	195	201
21	26	30	36	68	144	158	182	183
27	31	68	109	158	164	180	183	194
10	21	30	36	68	158	164	182	183
36	68	107	125	158	170	182	183	184
21	30	31	68	89	144	158	182	183
21	31	68	144	146	158	170	182	183
36	42	68	97	107	109	158	183	194
3	8	9	31	68	112	158	182	183
21	26	36	42	68	109	158	182	183
22	30	36	68	112	144	158	182	183
30	36	68	107	143	144	158	183	194
36	68	107	109	143	144	158	182	183
36	68	71	107	109	158	183	184	194
21	22	30	36	42	68	158	182	183
22	30	36	42	68	158	180	183	194
7	36	68	107	112	158	182	183	184
21	22	30	36	68	158	164	183	194
21	31	68	102	109	144	158	182	183
7	21	36	68	89	158	164	183	194
8	26	36	68	112	158	164	183	194
8	21	26	36	68	158	164	182	183
22	30	36	68	112	158	164	182	183
7	26	36	68	158	164	180	183	194
36	68	107	115	158	170	182	183	184
7	36	68	107	158	180	182	183	184
36	56	68	107	109	158	183	184	194
5	7	36	68	112	158	164	182	183
31	68	103	107	109	158	183	184	194
22	30	36	68	112	158	164	183	194
36	68	107	148	158	180	183	184	194
21	36	68	102	109	144	158	182	183
5	7	36	42	68	112	158	183	194
30	36	68	97	107	158	182	183	184
36	68	89	109	112	158	183	184	194
30	31	68	144	158	180	182	183	205
22	30	36	68	112	158	183	194	195
8	31	68	107	158	180	182	183	184
21	30	31	68	102	144	158	182	183
8	21	22	36	68	158	164	183	194
8	36	68	107	144	158	182	183	200
31	68	107	109	158	164	181	183	194
31	68	107	158	164	172	180	183	194
4	7	31	68	144	158	180	183	194
26	31	68	109	112	158	164	183	194
31	68	102	112	158	164	170	182	183
21	31	68	107	120	158	164	183	194
31	68	102	158	164	170	180	182	183
21	31	68	107	142	158	164	182	183
21	24	31	68	107	144	158	182	183
30	31	68	112	144	158	182	183	201
21	31	68	107	144	152	158	182	183
21	30	31	68	144	158	182	183	201
26	31	68	109	158	164	180	183	194
26	31	68	112	144	158	170	183	194
7	31	68	107	158	181	182	183	184
7	31	68	107	158	182	183	184	200
31	68	107	125	158	164	170	182	183
31	68	107	109	158	164	180	183	194
6	8	36	68	107	158	183	184	194
31	68	77	107	109	158	164	183	194
31	68	71	107	109	158	164	183	194
8	36	68	112	146	158	183	184	194
6	36	68	107	144	158	170	183	194
7	21	36	68	89	144	158	183	194
7	36	68	107	144	158	181	182	183
31	68	97	107	109	158	164	183	194
31	68	103	107	109	158	164	183	194
31	68	107	109	137	158	164	183	194
5	36	42	68	109	158	180	182	183
21	36	42	68	107	120	158	183	194
21	29	36	68	144	158	170	183	194
31	68	112	144	146	158	170	182	183
21	30	36	68	89	144	158	183	194
31	68	89	112	158	164	170	183	194
4	30	36	68	158	164	180	182	183
31	68	107	152	158	164	180	182	183
7	21	36	42	68	102	158	182	183
31	68	144	158	170	180	182	183	205
9	30	36	42	68	158	180	182	183
31	68	112	144	158	170	182	183	201
27	31	68	144	158	170	180	183	194
21	30	31	68	89	158	164	182	183
26	36	68	158	170	180	183	184	194
7	26	36	68	112	158	164	182	183
8	9	21	36	68	158	183	184	194
21	36	68	107	142	158	164	183	194
29	30	36	68	112	144	158	182	183
36	42	68	107	109	158	175	182	183
7	36	42	68	89	112	158	183	194
30	36	42	68	102	158	180	182	183
21	36	42	68	146	158	170	182	183
30	36	68	89	144	158	180	183	194
31	56	68	107	109	158	164	183	194
21	36	68	107	142	158	164	182	183
5	7	21	36	68	158	164	183	194
9	36	68	109	158	164	180	183	194
22	36	68	109	112	158	182	183	184
5	36	68	109	112	158	164	182	183
5	30	36	68	112	158	183	184	194
3	36	68	77	107	158	170	183	194
31	68	107	112	144	148	158	183	194
7	22	36	68	158	164	180	183	194
7	22	36	68	112	158	164	183	194
8	36	68	158	164	180	182	183	205
21	27	30	36	68	144	158	183	194
3	9	31	68	109	158	180	183	194
31	68	89	109	112	144	158	182	183
21	27	31	68	109	158	164	182	183
36	68	107	109	125	158	164	183	194
30	31	68	112	146	158	164	183	194
31	68	89	109	112	158	164	183	194
3	22	42	68	112	158	170	182	183
27	36	42	68	158	170	180	183	194
21	27	31	68	144	158	170	183	194
10	31	68	109	112	144	158	182	183
4	36	68	112	158	164	170	183	194
21	31	68	109	158	164	182	183	205
36	68	158	164	170	180	183	194	201
31	68	89	158	164	170	180	182	183
22	36	68	144	158	170	180	182	183
7	36	68	112	158	183	184	194	201
36	42	68	107	109	158	181	182	183
36	42	68	107	109	158	180	182	183
30	36	42	68	107	108	158	182	183
36	42	68	107	109	158	179	182	183
36	42	68	89	109	158	180	182	183
36	42	68	107	109	137	158	182	183
36	42	68	107	109	125	158	182	183
27	36	42	68	112	158	170	183	194
7	21	36	42	68	158	183	194	201
30	36	42	56	68	107	158	183	194
30	36	42	68	77	107	158	182	183
8	21	27	31	68	158	182	183	195
30	36	42	68	107	115	158	182	183
7	31	68	107	143	158	183	194	195
8	21	26	36	68	144	158	183	194
24	36	68	107	158	164	180	183	194
30	36	42	68	89	112	158	182	183
3	21	42	68	89	158	170	183	194
8	25	31	68	107	158	182	183	195
3	6	8	31	68	107	158	183	194
5	8	36	68	144	158	180	182	183
5	36	68	144	158	170	180	183	194
10	31	68	109	158	180	182	183	195
7	29	36	68	144	158	180	182	183
7	29	36	68	144	158	180	183	194
21	24	31	68	107	158	183	194	195
7	29	31	68	112	158	183	194	195
36	42	68	107	109	158	182	183	200
21	27	36	42	68	109	158	183	194
30	36	42	68	102	112	158	182	183
10	36	42	68	112	158	170	182	183
8	21	36	68	144	146	158	183	194
8	21	36	68	102	144	158	182	183
36	68	109	144	158	180	182	183	205
21	26	30	36	68	158	164	182	183
36	68	107	158	164	170	175	182	183
8	25	36	68	107	144	158	183	194
36	68	109	112	144	158	182	183	205
8	26	36	68	112	144	158	183	194
36	41	68	107	112	158	164	183	194
36	42	68	107	112	148	158	182	183
21	36	42	68	109	158	183	194	201
8	36	68	102	112	144	158	183	194
30	36	68	107	158	180	182	183	184
36	68	112	146	158	170	183	184	194
7	21	27	36	68	158	164	183	194
7	36	68	102	144	158	180	182	183
7	31	68	102	158	180	182	183	195
21	22	31	68	158	170	183	194	195
3	29	31	68	109	112	158	182	183
8	36	42	68	146	158	180	183	194
7	36	42	68	146	158	180	183	194
8	21	31	68	102	158	183	194	195
36	68	102	144	158	170	180	183	194
8	36	68	112	146	158	164	182	183
8	31	68	112	146	158	182	183	195
10	21	36	68	109	158	164	182	183
36	42	68	102	109	112	158	182	183
4	36	68	109	144	158	180	182	183
36	68	103	107	158	170	182	183	184
21	36	68	158	170	183	184	194	205
7	36	68	158	180	183	184	194	205
36	68	77	107	158	170	182	183	184
7	36	68	107	108	158	182	183	184
36	68	107	109	137	158	183	184	194
21	26	36	68	158	170	182	183	184
36	68	112	158	170	183	184	194	205
36	68	97	107	109	158	183	184	194
36	68	107	109	112	158	183	184	194
7	36	68	112	146	158	183	184	194
36	68	104	107	109	158	183	184	194
8	21	36	68	158	164	182	183	201
9	36	68	109	112	158	164	182	183
8	21	31	68	89	158	182	183	195
4	36	68	109	112	158	164	183	194
7	36	68	103	107	158	182	183	184
30	31	68	89	112	144	158	183	194
26	30	36	42	68	112	158	182	183
36	68	107	109	125	158	164	182	183
36	68	107	109	115	158	183	184	194
8	36	56	68	107	158	164	182	183
4	30	36	68	112	158	164	182	183
8	36	68	107	158	180	183	184	194
36	68	107	112	142	158	164	183	194
3	31	68	107	109	158	175	183	194
7	36	68	158	180	182	183	184	205
3	21	36	68	107	158	170	182	183
3	31	68	107	109	137	158	183	194
3	31	68	107	109	158	167	183	194
36	68	146	158	170	180	183	184	194
10	36	42	68	109	112	158	183	194
7	36	68	107	158	183	184	194	200
30	36	68	102	112	158	164	183	194
8	27	36	68	158	180	183	184	194
3	7	36	68	107	158	167	182	183
8	36	68	146	158	180	183	184	194
30	36	68	107	137	158	182	183	184
30	36	68	107	125	158	182	183	184
30	36	68	107	115	158	182	183	184
30	36	68	107	112	158	182	183	184
30	36	68	107	108	158	182	183	184
30	36	68	104	107	158	182	183	184
30	36	68	103	107	158	182	183	184
4	7	21	31	68	144	158	183	194
30	36	68	71	107	158	182	183	184
7	9	36	68	158	180	182	183	184
21	29	31	68	109	144	158	182	183
8	36	68	107	137	158	183	184	194
7	27	36	68	112	158	183	184	194
4	8	36	68	158	180	183	184	194
36	68	107	108	109	158	164	183	194
21	22	36	68	109	158	182	183	184
5	21	30	36	68	158	183	184	194
4	30	36	68	158	180	183	184	194
21	36	68	158	170	182	183	184	205
30	36	68	112	146	158	182	183	184
31	68	112	158	164	170	182	183	205
10	21	36	68	109	144	158	182	183
8	36	68	72	107	158	164	182	183
36	68	109	146	158	180	182	183	184
36	68	97	107	158	164	170	182	183
4	21	36	68	109	144	158	182	183
21	30	36	68	158	164	182	183	201
6	36	68	107	158	164	170	183	194
3	7	26	31	68	112	158	182	183
9	30	36	68	112	158	164	182	183
8	29	36	68	158	180	183	184	194
30	36	68	107	158	180	183	184	194
8	29	36	68	112	158	182	183	184
29	36	68	112	158	170	183	184	194
4	7	21	36	68	158	183	184	194
36	68	107	112	152	158	182	183	184
10	36	68	109	112	158	182	183	184
7	10	36	68	112	158	183	184	194
7	21	26	36	68	158	182	183	184
7	21	36	68	146	158	183	184	194
5	21	36	68	109	158	182	183	184
5	31	68	109	158	180	183	194	195
29	36	42	68	109	112	158	183	194
4	31	68	112	158	170	183	194	195
21	24	36	68	107	158	183	184	194
5	7	36	68	112	158	183	184	194
30	36	68	107	158	181	182	183	184
3	7	31	68	112	158	183	194	201
5	21	30	36	68	158	182	183	184
30	36	68	158	180	182	183	184	201
7	36	68	107	144	158	182	183	200
36	68	107	109	112	158	164	183	194
8	9	21	31	68	158	183	194	195
30	31	68	71	107	158	182	183	195
36	68	107	109	125	158	183	184	194
36	68	107	158	164	170	181	182	183
7	36	68	89	144	158	180	182	183
31	68	89	112	158	164	170	182	183
29	36	68	144	158	170	180	183	194
3	22	31	68	158	170	180	183	194
30	31	68	112	144	158	183	194	205
3	5	31	68	109	158	180	182	183
3	31	68	112	158	170	182	183	201
3	36	68	72	107	109	158	183	194
3	36	68	71	107	109	158	183	194
3	36	56	68	107	109	158	183	194
3	25	36	68	107	109	158	183	194
3	21	36	68	107	109	158	183	194
3	6	36	68	107	109	158	183	194
3	7	36	68	107	158	182	183	200
3	7	36	68	107	158	181	182	183
3	7	36	68	107	158	180	182	183
3	7	36	68	107	158	179	182	183
21	29	31	68	158	164	170	183	194
21	27	31	68	109	144	158	182	183
31	68	107	142	144	158	180	182	183
21	30	31	68	144	146	158	183	194
22	31	68	109	112	158	182	183	195
31	68	109	112	144	158	183	194	205
36	68	102	109	158	164	180	183	194
8	27	36	68	144	158	180	183	194
21	31	68	144	158	170	183	194	201
3	9	30	31	68	112	158	183	194
8	10	36	42	68	112	158	183	194
3	8	21	31	68	102	158	183	194
5	7	36	68	144	158	180	183	194
21	22	36	68	158	164	170	182	183
30	31	68	112	144	146	158	183	194
36	68	77	107	144	158	170	183	194
31	68	89	144	158	170	180	183	194
3	21	31	68	109	158	182	183	201
3	7	21	36	68	107	158	182	183
31	68	144	158	170	180	183	194	201
30	36	68	107	144	158	180	182	183
3	7	27	31	68	158	180	182	183
3	36	68	107	158	170	179	182	183
30	31	68	112	146	158	164	182	183
8	21	29	36	68	144	158	183	194
30	36	68	107	144	158	182	183	200
36	68	107	144	158	170	181	183	194
36	68	107	144	158	170	179	183	194
36	68	107	144	158	170	175	183	194
3	7	31	68	102	112	158	183	194
3	9	21	31	68	158	170	182	183
31	68	89	158	164	170	180	183	194
29	31	68	109	158	164	180	183	194
3	31	68	107	109	143	158	182	183
3	9	30	31	68	158	180	183	194
3	42	68	89	112	158	170	183	194
21	26	31	68	109	144	158	182	183
3	8	21	26	31	68	158	182	183
8	36	68	72	107	158	182	183	184
29	30	36	42	68	112	158	182	183
30	36	42	68	158	180	183	194	205
5	21	36	68	158	164	170	182	183
3	4	21	31	68	158	170	182	183
36	68	97	107	144	158	170	182	183
36	68	103	107	144	158	170	182	183
36	68	107	108	144	158	170	182	183
26	36	68	109	144	158	180	182	183
3	31	68	109	112	158	182	183	201
7	25	36	68	107	158	182	183	184
36	68	107	109	143	158	183	184	194
7	29	36	42	68	158	180	182	183
8	36	68	77	107	158	182	183	184
21	22	36	42	68	158	170	183	194
22	36	42	68	109	158	180	182	183
7	21	36	42	68	158	182	183	201
3	27	30	42	68	158	180	182	183
29	36	68	109	158	164	180	182	183
30	36	68	112	146	158	183	184	194
6	36	68	107	109	158	182	183	184
7	36	42	68	112	158	183	194	201
7	36	42	68	158	180	182	183	201
3	7	31	68	89	158	180	182	183
7	36	42	68	102	158	180	182	183
3	30	31	68	107	115	158	183	194
9	21	30	36	42	68	158	182	183
31	68	107	158	170	183	194	195	200
3	31	68	112	146	158	170	182	183
30	36	68	102	112	158	164	182	183
8	36	68	107	137	158	182	183	184
8	36	68	107	125	158	182	183	184
8	36	68	107	115	158	182	183	184
8	36	68	107	112	158	182	183	184
7	36	56	68	107	158	183	184	194
5	21	36	68	109	144	158	183	194
36	68	107	158	170	183	184	194	200
3	7	21	42	68	102	158	182	183
7	36	68	71	107	158	182	183	184
3	30	31	68	107	158	175	183	194
21	27	36	68	109	158	164	182	183
7	36	68	77	107	158	182	183	184
7	36	68	107	144	158	167	183	194
4	7	31	68	158	180	182	183	195
36	68	107	158	170	181	182	183	184
7	36	68	71	107	158	183	184	194
7	21	36	42	68	89	158	183	194
8	26	36	42	68	158	180	183	194
3	4	31	68	109	158	180	183	194
3	8	21	31	68	146	158	182	183
3	7	21	29	68	158	164	183	194
3	21	22	68	158	164	170	182	183
3	8	68	103	107	144	158	182	183
21	36	68	107	158	170	183	184	194
3	30	31	68	107	158	167	183	194
7	36	68	107	158	167	182	183	184
3	30	42	68	112	158	183	194	201
10	36	42	68	112	158	170	183	194
7	36	68	89	158	164	180	183	194
8	9	36	68	144	158	180	182	183
21	22	31	68	109	158	182	183	195
7	21	36	68	158	182	183	184	201
4	36	68	109	158	180	183	184	194
9	30	36	68	144	158	180	183	194
30	36	68	107	144	158	179	182	183
7	36	68	107	144	158	181	183	194
7	36	68	107	144	158	180	183	194
7	36	68	107	144	158	179	183	194
7	36	68	107	144	158	175	183	194
4	7	36	42	68	158	180	182	183
4	21	36	42	68	158	170	183	194
36	42	68	103	107	109	158	183	194
36	42	68	72	107	158	170	183	194
5	8	21	36	42	68	158	182	183
36	42	68	107	109	158	180	183	194
21	36	68	158	164	170	182	183	205
3	31	68	97	107	109	158	182	183
3	31	68	103	107	109	158	182	183
3	4	21	31	68	109	158	183	194
8	36	68	107	125	158	164	182	183
8	36	68	107	115	158	164	182	183
8	36	68	107	108	158	164	182	183
30	36	68	112	146	158	164	182	183
36	68	107	143	158	170	182	183	184
3	30	42	68	107	158	179	182	183
36	68	107	143	144	158	170	182	183
21	31	68	109	144	158	183	194	205
4	30	36	68	144	158	180	182	183
30	36	68	112	144	146	158	182	183
36	42	68	107	152	158	180	183	194
21	36	42	68	89	158	170	182	183
21	31	68	102	158	170	182	183	195
22	31	68	112	158	170	182	183	195
30	31	68	107	115	158	182	183	195
8	36	42	68	77	107	158	183	194
7	36	42	68	77	107	158	183	194
7	31	68	107	158	167	182	183	184
7	36	42	68	103	107	158	183	194
36	68	107	109	144	158	179	182	183
7	36	68	144	158	180	183	194	205
8	36	68	107	115	144	158	183	194
21	36	68	109	144	158	182	183	201
4	7	21	36	68	144	158	183	194
27	30	36	68	144	158	180	183	194
7	36	68	77	107	158	164	182	183
30	36	68	77	107	158	183	184	194
30	36	68	107	158	167	183	184	194
8	36	68	103	107	158	182	183	184
30	36	68	72	107	158	183	184	194
21	36	68	107	120	158	164	183	194
3	26	31	68	112	158	170	183	194
36	68	109	158	164	180	183	194	205
3	8	36	68	107	158	167	182	183
30	36	42	68	107	158	182	183	200
3	7	21	42	68	146	158	183	194
5	30	36	42	68	158	180	183	194
5	21	31	68	109	158	182	183	195
31	68	107	112	142	158	183	194	195
30	36	42	68	71	107	158	182	183
8	36	42	68	112	158	183	194	205
36	68	107	109	144	158	181	182	183
30	31	68	107	112	158	182	183	195
36	42	68	107	109	125	158	183	194
8	21	36	42	68	107	158	183	194
8	36	42	68	103	107	158	182	183
7	36	68	107	144	158	183	194	200
21	29	36	68	109	144	158	183	194
7	36	68	72	107	144	158	182	183
7	31	68	107	158	179	183	194	195
9	36	68	109	144	158	180	183	194
3	30	31	68	89	158	180	182	183
4	8	36	42	68	158	180	183	194
3	5	31	68	158	170	180	182	183
21	24	36	42	68	107	158	183	194
7	27	36	42	68	112	158	183	194
30	36	42	68	107	158	181	183	194
36	42	68	104	107	109	158	182	183
10	36	68	158	164	170	180	182	183
36	68	107	109	125	144	158	183	194
4	8	31	68	112	158	183	194	195
4	7	31	68	112	158	182	183	195
31	68	112	146	158	170	182	183	195
31	68	102	112	158	170	182	183	195
8	21	36	68	107	144	158	183	194
21	26	36	68	109	144	158	182	183
7	36	68	103	107	158	164	182	183
30	36	68	107	108	144	158	183	194
3	8	42	68	112	146	158	183	194
3	7	31	68	158	180	183	194	201
25	30	36	42	68	107	158	182	183
8	36	42	68	107	112	158	182	183
36	68	77	107	144	158	170	182	183
10	36	42	68	109	158	180	183	194
8	10	36	42	68	158	180	182	183
36	56	68	107	109	144	158	182	183
10	21	30	36	68	144	158	182	183
7	21	26	36	68	144	158	182	183
30	36	68	112	144	158	182	183	201
7	36	42	68	97	107	158	183	194
30	36	68	107	112	144	158	183	194
7	10	21	31	68	158	183	194	195
4	21	36	68	144	158	170	182	183
8	36	42	68	107	158	175	183	194
3	21	22	31	68	158	170	182	183
8	36	42	68	107	158	181	183	194
7	36	42	68	112	158	182	183	201
8	36	68	107	144	158	175	183	194
5	21	36	42	68	158	170	183	194
7	10	21	31	68	158	182	183	195
7	36	42	68	102	158	180	183	194
8	36	42	68	72	107	158	182	183
36	68	107	158	170	182	183	184	200
3	26	30	68	158	164	180	182	183
8	36	42	68	112	146	158	183	194
30	36	42	68	107	158	181	182	183
30	31	68	102	112	158	164	182	183
7	36	42	68	107	158	167	182	183
5	30	31	68	112	158	183	194	195
3	5	30	68	112	158	182	183	184
31	68	158	164	170	180	182	183	205
21	36	68	109	158	182	183	184	201
10	21	30	36	68	158	164	183	194
29	36	68	109	158	180	183	184	194
7	36	68	146	158	180	183	184	194
3	31	68	109	158	180	183	194	205
3	31	68	102	109	112	158	183	194
36	68	109	112	144	158	182	183	201
4	7	21	31	68	158	182	183	195
36	42	68	71	107	109	158	183	194
9	36	68	112	144	158	170	182	183
10	21	36	68	144	158	170	182	183
36	68	109	144	158	180	183	194	205
8	21	36	68	144	158	183	194	201
8	36	68	144	158	180	182	183	201
8	21	36	68	144	158	183	194	205
36	68	109	112	144	158	183	194	201
5	30	36	68	112	144	158	182	183
7	22	36	68	144	158	180	182	183
8	21	36	68	144	158	182	183	205
7	26	36	68	112	144	158	182	183
36	68	107	109	144	158	167	182	183
26	30	36	68	112	144	158	182	183
3	31	68	107	109	158	183	194	200
3	30	31	68	107	143	158	183	194
29	30	31	68	144	158	180	183	194
4	8	36	68	112	158	182	183	184
8	27	36	68	112	158	183	184	194
9	21	36	68	158	170	182	183	184
10	30	36	68	112	158	183	184	194
31	68	107	109	158	164	175	183	194
7	31	68	107	158	164	179	182	183
8	36	68	107	108	158	182	183	184
7	9	31	68	158	180	183	194	195
7	36	68	102	112	158	164	182	183
31	68	89	109	144	158	180	183	194
3	21	29	31	68	158	170	182	183
31	68	107	112	144	158	172	183	194
8	22	36	68	112	158	164	182	183
25	36	68	107	109	158	182	183	184
36	68	72	107	109	144	158	182	183
36	42	68	107	109	115	158	183	194
7	36	42	68	107	158	179	182	183
7	36	42	68	107	158	180	182	183
7	36	42	68	107	158	181	182	183
29	31	68	112	144	158	170	183	194
30	36	42	68	107	125	158	183	194
30	31	68	104	107	158	182	183	195
21	26	31	68	144	158	170	182	183
7	21	27	36	68	158	164	182	183
7	21	29	36	68	144	158	183	194
30	31	68	144	146	158	180	182	183
8	36	68	107	143	144	158	182	183
30	36	68	107	158	179	182	183	184
21	27	31	68	158	170	182	183	195
3	7	21	31	68	102	158	183	194
8	36	68	107	137	144	158	182	183
3	5	8	21	31	68	158	182	183
3	24	31	68	107	158	180	183	194
3	30	31	68	107	125	158	183	194
3	7	9	31	68	112	158	182	183
3	4	8	31	68	112	158	183	194
3	4	8	31	68	158	180	182	183
8	26	36	68	158	164	180	182	183
21	36	68	107	142	144	158	182	183
30	36	68	146	158	164	180	182	183
36	68	103	107	109	158	164	183	194
10	30	36	42	68	158	180	183	194
3	30	42	68	71	107	158	183	194
21	31	68	109	144	158	182	183	201
3	36	68	107	158	170	180	182	183
8	36	68	107	144	158	181	183	194
7	26	36	68	144	158	180	183	194
3	36	68	107	158	170	182	183	200
8	27	31	68	112	158	182	183	195
9	30	36	68	158	164	180	182	183
7	36	68	107	125	144	158	182	183
36	68	107	109	112	144	158	182	183
21	31	68	109	158	183	194	195	201
31	68	102	112	158	170	183	194	195
8	36	68	107	115	144	158	182	183
3	7	21	27	31	68	158	182	183
36	68	71	107	109	144	158	182	183
36	68	112	158	164	170	183	194	205
27	30	31	68	158	164	180	183	194
36	68	107	144	158	170	183	194	200
36	68	109	112	144	146	158	183	194
31	68	112	144	158	170	183	194	201
9	36	68	109	112	144	158	183	194
5	8	36	42	68	112	158	182	183
27	30	36	68	158	164	180	183	194
7	36	68	107	112	144	158	183	194
9	36	42	68	112	158	170	182	183
21	30	36	68	144	158	182	183	201
8	36	68	72	107	144	158	182	183
