0	11	27	31	35	39	40	41	42	61	64	66	68	71	83	151	153	168	172	180	183
0	11	27	31	35	39	40	41	42	61	64	66	71	83	90	151	153	168	172	180	183
0	11	27	31	35	39	40	41	42	61	64	66	71	83	116	151	153	168	172	180	183
0	11	27	31	35	39	40	41	42	61	64	66	71	83	144	151	153	168	172	180	183
0	11	27	31	35	39	40	41	42	61	64	66	71	83	151	153	154	168	172	180	183
0	11	27	31	35	39	40	41	42	61	64	66	71	83	119	151	153	168	172	180	183
0	11	27	31	35	39	40	41	42	61	64	66	71	83	151	153	168	172	180	183	195
0	11	27	31	35	39	40	41	42	61	64	66	71	83	151	153	168	172	180	183	205
0	11	27	31	35	39	40	41	42	61	64	66	71	83	151	153	168	172	180	183	190
0	11	27	31	35	36	39	40	41	42	61	64	66	68	71	83	151	153	172	180	183
0	11	27	31	35	39	40	41	42	61	64	66	68	71	83	90	151	153	172	180	183
0	11	27	31	35	39	40	41	42	61	64	66	68	71	83	116	151	153	172	180	183
0	11	27	31	35	39	40	41	42	61	64	66	68	71	83	144	151	153	172	180	183
0	11	27	31	35	39	40	41	42	61	64	66	68	71	83	151	153	154	172	180	183
0	11	27	31	35	39	40	41	42	61	64	66	68	71	83	118	151	153	172	180	183
0	11	27	31	35	39	40	41	42	61	64	66	68	71	83	151	153	170	172	180	183
0	11	27	31	35	39	40	41	42	61	64	66	68	71	83	119	151	153	172	180	183
0	11	27	31	35	39	40	41	42	61	64	66	68	71	83	151	153	172	180	183	195
0	11	27	31	35	39	40	41	42	61	64	66	68	71	83	151	153	172	180	183	205
0	11	27	31	35	39	40	41	42	61	64	66	71	83	90	118	151	153	172	180	183
0	11	27	31	35	39	40	41	42	61	64	66	71	83	116	118	151	153	172	180	183
0	11	27	31	35	39	40	41	42	61	64	66	71	83	118	144	151	153	172	180	183
0	11	27	31	35	39	40	41	42	61	64	66	71	83	118	151	153	154	172	180	183
0	11	27	31	35	39	40	41	42	61	64	66	71	83	118	119	151	153	172	180	183
0	11	27	31	35	39	40	41	42	61	64	66	71	83	118	151	153	172	180	183	195
0	11	27	31	35	39	40	41	42	61	64	66	71	83	118	151	153	172	180	183	205
0	11	27	31	35	39	40	41	42	61	64	66	71	83	118	151	153	172	180	183	190
0	11	27	31	35	39	40	41	42	62	64	66	68	71	83	151	153	168	172	180	183
0	11	27	31	35	39	40	41	42	62	64	66	71	83	90	151	153	168	172	180	183
0	11	27	31	35	39	40	41	42	62	64	66	71	83	116	151	153	168	172	180	183
0	11	27	31	35	39	40	41	42	62	64	66	71	83	144	151	153	168	172	180	183
0	11	27	31	35	39	40	41	42	62	64	66	71	83	151	153	154	168	172	180	183
0	11	27	31	35	39	40	41	42	62	64	66	71	83	119	151	153	168	172	180	183
0	11	27	31	35	39	40	41	42	62	64	66	71	83	151	153	168	172	180	183	195
0	11	27	31	35	39	40	41	42	62	64	66	71	83	151	153	168	172	180	183	205
0	11	27	31	35	39	40	41	42	62	64	66	71	83	151	153	168	172	180	183	190
0	11	27	31	35	36	39	40	41	42	62	64	66	68	71	83	151	153	172	180	183
0	11	27	31	35	39	40	41	42	62	64	66	68	71	83	90	151	153	172	180	183
0	11	27	31	35	39	40	41	42	62	64	66	68	71	83	116	151	153	172	180	183
0	11	27	31	35	39	40	41	42	62	64	66	68	71	83	144	151	153	172	180	183
0	11	27	31	35	39	40	41	42	62	64	66	68	71	83	151	153	154	172	180	183
0	11	27	31	35	39	40	41	42	62	64	66	68	71	83	118	151	153	172	180	183
0	11	27	31	35	39	40	41	42	62	64	66	68	71	83	151	153	170	172	180	183
0	11	27	31	35	39	40	41	42	62	64	66	68	71	83	119	151	153	172	180	183
0	11	27	31	35	39	40	41	42	62	64	66	68	71	83	151	153	172	180	183	195
0	11	27	31	35	39	40	41	42	62	64	66	68	71	83	151	153	172	180	183	205
0	11	27	31	35	39	40	41	42	62	64	66	71	83	90	118	151	153	172	180	183
0	11	27	31	35	39	40	41	42	62	64	66	71	83	116	118	151	153	172	180	183
0	11	27	31	35	39	40	41	42	62	64	66	71	83	118	144	151	153	172	180	183
0	11	27	31	35	39	40	41	42	62	64	66	71	83	118	151	153	154	172	180	183
0	11	27	31	35	39	40	41	42	62	64	66	71	83	118	119	151	153	172	180	183
0	11	27	31	35	39	40	41	42	62	64	66	71	83	118	151	153	172	180	183	195
0	11	27	31	35	39	40	41	42	62	64	66	71	83	118	151	153	172	180	183	205
0	11	27	31	35	39	40	41	42	62	64	66	71	83	118	151	153	172	180	183	190
