6	7
6	8
6	21
6	29
6	30
6	31
6	36
6	39
6	40
6	41
6	66
6	71
6	72
6	75
6	76
6	77
6	78
6	99
6	102
6	103
6	104
6	109
6	111
6	112
6	115
6	117
6	129
6	138
6	140
6	154
6	156
6	175
6	177
6	180
6	183
6	184
6	194
6	196
6	200
7	8
7	21
7	29
7	30
7	31
7	36
7	39
7	40
7	41
7	66
7	71
7	72
7	75
7	76
7	77
7	78
7	99
7	102
7	103
7	104
7	109
7	111
7	112
7	115
7	117
7	129
7	138
7	140
7	154
7	156
7	175
7	177
7	180
7	183
7	184
7	194
7	196
7	200
8	21
8	29
8	30
8	31
8	36
8	39
8	40
8	41
8	66
8	71
8	72
8	75
8	76
8	77
8	78
8	99
8	102
8	103
8	104
8	109
8	111
8	112
8	115
8	117
8	129
8	138
8	140
8	154
8	156
8	175
8	177
8	180
8	183
8	184
8	194
8	196
8	200
21	29
21	30
21	31
21	36
21	39
21	40
21	41
21	66
21	71
21	72
21	75
21	76
21	77
21	78
21	99
21	102
21	103
21	104
21	109
21	111
21	112
21	115
21	117
21	129
21	138
21	140
21	154
21	156
21	175
21	177
21	180
21	183
21	184
21	194
21	196
21	200
29	30
29	31
29	36
29	39
29	40
29	41
29	66
29	71
29	72
29	75
29	76
29	77
29	78
29	99
29	102
29	103
29	104
29	109
29	111
29	112
29	115
29	117
29	129
29	138
29	140
29	154
29	156
29	175
29	177
29	180
29	183
29	184
29	194
29	196
29	200
30	31
30	36
30	39
30	40
30	41
30	66
30	71
30	72
30	75
30	76
30	77
30	78
30	99
30	102
30	103
30	104
30	109
30	111
30	112
30	115
30	117
30	129
30	138
30	140
30	154
30	156
30	175
30	177
30	180
30	183
30	184
30	194
30	196
30	200
31	36
31	39
31	40
31	41
31	66
31	71
31	72
31	75
31	76
31	77
31	78
31	99
31	102
31	103
31	104
31	109
31	111
31	112
31	115
31	117
31	129
31	138
31	140
31	154
31	156
31	175
31	177
31	180
31	183
31	184
31	194
31	196
31	200
36	39
36	40
36	41
36	66
36	71
36	72
36	75
36	76
36	77
36	78
36	99
36	102
36	103
36	104
36	109
36	111
36	112
36	115
36	117
36	129
36	138
36	140
36	154
36	156
36	175
36	177
36	180
36	183
36	184
36	194
36	196
36	200
39	40
39	41
39	66
39	71
39	72
39	75
39	76
39	77
39	78
39	99
39	102
39	103
39	104
39	109
39	111
39	112
39	115
39	117
39	129
39	138
39	140
39	154
39	156
39	175
39	177
39	180
39	183
39	184
39	194
39	196
39	200
40	41
40	66
40	71
40	72
40	75
40	76
40	77
40	78
40	99
40	102
40	103
40	104
40	109
40	111
40	112
40	115
40	117
40	129
40	138
40	140
40	154
40	156
40	175
40	177
40	180
40	183
40	184
40	194
40	196
40	200
41	66
41	71
41	72
41	75
41	76
41	77
41	78
41	99
41	102
41	103
41	104
41	109
41	111
41	112
41	115
41	117
41	129
41	138
41	140
41	154
41	156
41	175
41	177
41	180
41	183
41	184
41	194
41	196
41	200
66	71
66	72
66	75
66	76
66	77
66	78
66	99
66	102
66	103
66	104
66	109
66	111
66	112
66	115
66	117
66	129
66	138
66	140
66	154
66	156
66	175
66	177
66	180
66	183
66	184
66	194
66	196
66	200
71	72
71	75
71	76
71	77
71	78
71	99
71	102
71	103
71	104
71	109
71	111
71	112
71	115
71	117
71	129
71	138
71	140
71	154
71	156
71	175
71	177
71	180
71	183
71	184
71	194
71	196
71	200
72	75
72	76
72	77
72	78
72	99
72	102
72	103
72	104
72	109
72	111
72	112
72	115
72	117
72	129
72	138
72	140
72	154
72	156
72	175
72	177
72	180
72	183
72	184
72	194
72	196
72	200
75	76
75	77
75	78
75	99
75	102
75	103
75	104
75	109
75	111
75	112
75	115
75	117
75	129
75	138
75	140
75	154
75	156
75	175
75	177
75	180
