6	7
6	8
6	19
6	21
6	22
6	24
6	28
6	30
6	31
6	40
6	41
6	50
6	53
6	68
6	85
6	97
6	102
6	104
6	108
6	109
6	112
6	115
6	117
6	118
6	143
6	149
6	152
6	156
6	157
6	180
6	188
6	190
6	195
6	196
6	203
7	8
7	19
7	21
7	22
7	24
7	28
7	30
7	31
7	40
7	41
7	50
7	53
7	68
7	85
7	97
7	102
7	104
7	108
7	109
7	112
7	115
7	117
7	118
7	143
7	149
7	152
7	156
7	157
7	180
7	188
7	190
7	195
7	196
7	203
8	19
8	21
8	22
8	24
8	28
8	30
8	31
8	40
8	41
8	50
8	53
8	68
8	85
8	97
8	102
8	104
8	108
8	109
8	112
8	115
8	117
8	118
8	143
8	149
8	152
8	156
8	157
8	180
8	188
8	190
8	195
8	196
8	203
19	21
19	22
19	24
19	28
19	30
19	31
19	40
19	41
19	50
19	53
19	68
19	85
19	97
19	102
19	104
19	108
19	109
19	112
19	115
19	117
19	118
19	143
19	149
19	152
19	156
19	157
19	180
19	188
19	190
19	195
19	196
19	203
21	22
21	24
21	28
21	30
21	31
21	40
21	41
21	50
21	53
21	68
21	85
21	97
21	102
21	104
21	108
21	109
21	112
21	115
21	117
21	118
21	143
21	149
21	152
21	156
21	157
21	180
21	188
21	190
21	195
21	196
21	203
22	24
22	28
22	30
22	31
22	40
22	41
22	50
22	53
22	68
22	85
22	97
22	102
22	104
22	108
22	109
22	112
22	115
22	117
22	118
22	143
22	149
22	152
22	156
22	157
22	180
22	188
22	190
22	195
22	196
22	203
24	28
24	30
24	31
24	40
24	41
24	50
24	53
24	68
24	85
24	97
24	102
24	104
24	108
24	109
24	112
24	115
24	117
24	118
24	143
24	149
24	152
24	156
24	157
24	180
24	188
24	190
24	195
24	196
24	203
28	30
28	31
28	40
28	41
28	50
28	53
28	68
28	85
28	97
28	102
28	104
28	108
28	109
28	112
28	115
28	117
28	118
28	143
28	149
28	152
28	156
28	157
28	180
28	188
28	190
28	195
28	196
28	203
30	31
30	40
30	41
30	50
30	53
30	68
30	85
30	97
30	102
30	104
30	108
30	109
30	112
30	115
30	117
30	118
30	143
30	149
30	152
30	156
30	157
30	180
30	188
30	190
30	195
30	196
30	203
31	40
31	41
31	50
31	53
31	68
31	85
31	97
31	102
31	104
31	108
31	109
31	112
31	115
31	117
31	118
31	143
31	149
31	152
31	156
31	157
31	180
31	188
31	190
31	195
31	196
31	203
40	41
40	50
40	53
40	68
40	85
40	97
40	102
40	104
40	108
40	109
40	112
40	115
40	117
40	118
40	143
40	149
40	152
40	156
40	157
40	180
40	188
40	190
40	195
40	196
40	203
41	50
41	53
41	68
41	85
41	97
41	102
41	104
41	108
41	109
41	112
41	115
41	117
41	118
41	143
41	149
41	152
41	156
41	157
41	180
41	188
41	190
41	195
41	196
41	203
50	53
50	68
50	85
50	97
50	102
50	104
50	108
50	109
50	112
50	115
50	117
50	118
50	143
50	149
50	152
50	156
50	157
50	180
50	188
50	190
50	195
50	196
50	203
53	68
53	85
53	97
53	102
53	104
53	108
53	109
53	112
53	115
53	117
53	118
53	143
53	149
53	152
53	156
53	157
53	180
53	188
53	190
53	195
53	196
53	203
68	85
68	97
68	102
68	104
68	108
68	109
68	112
68	115
68	117
68	118
68	143
68	149
68	152
68	156
68	157
68	180
68	188
68	190
68	195
68	196
68	203
85	97
85	102
85	104
85	108
85	109
85	112
85	115
85	117
85	118
85	143
85	149
85	152
85	156
85	157
85	180
85	188
85	190
85	195
85	196
85	203
97	102
97	104
97	108
97	109
97	112
97	115
97	117
97	118
97	143
97	149
97	152
97	156
97	157
97	180
97	188
97	190
97	195
97	196
97	203
102	104
102	108
102	109
102	112
102	115
102	117
102	118
102	143
102	149
102	152
102	156
102	157
102	180
102	188
102	190
102	195
102	196
102	203
104	108
104	109
104	112
104	115
104	117
104	118
104	143
104	149
104	152
104	156
104	157
104	180
104	188
104	190
104	195
104	196
104	203
108	109
108	112
108	115
108	117
108	118
108	143
108	149
108	152
108	156
108	157
108	180
108	188
108	190
108	195
108	196
108	203
109	112
109	115
109	117
109	118
109	143
109	149
109	152
109	156
109	157
109	180
109	188
109	190
109	195
109	196
109	203
112	115
112	117
112	118
112	143
112	149
112	152
112	156
112	157
112	180
112	188
112	190
112	195
112	196
112	203
115	117
115	118
115	143
115	149
115	152
115	156
115	157
115	180
115	188
115	190
115	195
115	196
115	203
117	118
117	143
117	149
117	152
117	156
117	157
117	180
117	188
117	190
117	195
117	196
117	203
118	143
118	149
118	152
118	156
118	157
118	180
118	188
118	190
118	195
118	196
118	203
143	149
143	152
143	156
143	157
143	180
143	188
143	190
143	195
143	196
143	203
149	152
149	156
149	157
149	180
149	188
149	190
149	195
149	196
149	203
152	156
152	157
152	180
152	188
152	190
152	195
152	196
152	203
156	157
156	180
156	188
156	190
156	195
156	196
156	203
157	180
157	188
157	190
157	195
157	196
157	203
180	188
180	190
180	195
180	196
180	203
188	190
188	195
188	196
188	203
190	195
190	196
190	203
195	196
195	203
196	203
