0	22	27	35	39	40	41	42	61	66	67	83	116	151	153	168	172	180	183
0	8	22	27	35	39	40	41	42	66	83	84	118	151	154	172	180	183	192
0	7	22	27	35	39	40	41	42	66	83	84	116	118	144	151	172	180	183
0	22	27	31	35	39	40	41	42	66	83	89	118	151	153	172	180	183	190
0	30	31	35	39	40	41	42	64	66	83	84	94	116	118	151	172	180	183
0	22	27	35	39	40	41	42	66	83	84	107	116	150	151	168	172	180	183
0	22	27	35	39	40	41	42	66	83	84	89	97	118	151	154	172	180	183
0	22	27	35	39	40	41	42	66	72	83	84	116	151	156	172	180	183	190
0	22	27	35	39	40	41	42	66	83	84	89	116	142	151	168	172	180	183
0	3	22	26	27	35	39	40	41	42	66	83	84	116	118	151	172	180	183
0	3	22	27	35	37	39	40	41	42	66	83	84	90	118	151	172	180	183
0	3	22	27	35	39	40	41	42	55	66	68	83	84	118	151	172	180	183
0	3	22	27	35	39	40	41	42	61	66	83	118	119	151	153	172	180	183
0	22	26	27	35	39	40	41	42	66	83	84	118	144	151	172	176	180	183
0	22	27	31	35	39	40	41	42	65	66	71	116	151	153	170	172	180	183
0	7	31	33	35	39	40	41	42	64	66	71	116	151	153	168	172	180	183
0	3	22	27	35	39	40	41	42	66	83	84	92	118	151	172	180	183	195
0	22	27	35	36	39	40	41	42	66	83	84	89	144	151	172	176	180	183
0	22	27	35	39	40	41	42	66	83	84	117	118	119	151	172	180	182	183
0	2	22	27	31	35	39	40	41	42	66	71	116	151	153	168	172	180	183
0	31	33	35	39	40	41	42	64	66	83	89	118	144	151	153	172	180	183
0	22	27	31	35	39	40	41	42	66	71	89	116	151	153	170	172	180	183
0	22	27	35	39	40	41	42	66	68	83	84	89	97	118	151	172	180	183
0	27	31	35	39	40	41	42	64	66	68	71	72	116	151	153	172	180	183
0	8	22	27	31	35	39	40	41	42	66	83	90	118	151	153	172	180	183
0	22	27	35	36	39	40	41	42	66	67	68	71	83	84	151	172	180	183
0	22	26	27	31	35	39	40	41	42	66	71	116	118	151	153	172	180	183
