22	28	41	66	81	89	97	102	107	117	118	137	145	156	170	174	183	195
7	15	22	41	68	81	89	97	102	107	117	118	137	156	170	183	194	195
0	22	27	35	39	40	41	42	66	67	83	84	116	118	151	172	180	183
0	22	27	35	39	40	41	42	66	83	84	117	118	144	151	172	180	183
0	22	27	35	39	40	41	42	66	67	83	84	118	151	154	172	180	183
0	22	27	35	39	40	41	42	66	67	83	84	116	151	168	172	180	183
0	22	27	35	39	40	41	42	66	67	68	83	84	116	151	172	180	183
18	22	41	81	89	97	102	107	117	118	145	147	156	170	174	183	195	196
2	22	29	41	81	89	97	102	107	117	118	156	170	174	175	183	194	195
22	29	41	46	66	81	89	97	102	107	117	118	145	156	170	174	183	195
15	22	41	66	68	81	89	97	102	107	117	118	156	170	175	183	195	196
22	36	41	46	81	89	97	102	107	117	118	145	156	170	174	183	194	195
2	3	22	29	41	66	68	81	89	97	102	107	117	118	156	170	183	195
2	22	41	66	81	84	86	89	97	102	107	117	118	156	170	174	183	195
3	22	41	68	81	89	97	102	107	117	118	137	145	156	170	183	194	195
2	3	22	41	66	81	89	97	102	107	117	118	156	164	170	174	183	195
22	41	81	89	97	102	107	117	118	145	147	156	170	174	175	183	195	196
22	41	66	81	84	89	97	102	107	117	118	145	153	156	170	174	183	195
7	15	22	36	41	68	81	89	97	102	107	117	118	147	156	170	183	195
15	22	41	46	68	81	86	89	97	102	107	117	118	156	170	183	194	195
2	22	41	81	84	89	97	102	107	117	118	147	156	170	174	183	195	196
0	22	27	35	39	40	41	42	66	83	84	89	118	144	151	172	180	183
3	22	41	66	68	81	86	89	97	102	107	117	118	145	156	170	183	195
15	22	41	46	68	81	89	97	102	107	117	118	147	156	170	183	195	196
3	22	41	68	81	89	97	102	107	117	118	145	156	170	183	194	195	196
22	29	41	81	89	97	102	107	117	118	145	156	170	174	175	183	194	195
15	22	41	81	84	89	97	102	107	117	118	147	153	156	170	174	183	195
2	7	22	41	68	81	86	89	97	102	107	117	118	156	170	183	194	195
7	15	22	41	81	89	97	102	107	117	118	137	156	170	174	183	194	195
0	22	27	35	39	40	41	42	66	83	84	116	118	151	158	172	180	183
7	22	41	66	68	81	86	89	97	102	107	117	118	145	156	170	183	195
2	3	22	41	66	81	89	97	102	107	117	118	156	170	174	183	195	196
0	8	22	27	35	39	40	41	42	66	83	84	118	144	151	172	180	183
15	22	41	81	84	86	89	97	102	107	117	118	147	156	170	174	183	195
15	22	41	66	68	81	89	97	102	107	117	118	156	164	170	175	183	195
22	41	46	68	81	86	89	97	102	107	117	118	145	147	156	170	183	195
