6	29	81	85	97	102	117	118	147	170	195
7	29	76	102	117	118	149	170	174	182	195
29	40	77	83	102	117	118	170	182	183	195
29	35	102	104	116	117	118	170	174	182	195
7	29	31	40	41	66	89	118	170	182	195
21	29	68	89	102	117	118	170	182	183	195
29	31	41	89	96	102	117	118	170	182	195
29	76	77	83	102	117	118	170	174	182	195
29	30	35	40	83	102	117	118	170	182	195
29	38	89	102	103	117	118	170	182	195	197
29	41	89	102	109	117	118	170	175	182	195
6	29	85	89	97	102	117	118	137	170	195
22	28	29	68	89	102	117	118	170	195	203
29	64	83	85	97	102	104	117	118	170	195
29	40	62	97	102	117	118	156	170	182	195
29	31	40	41	89	97	118	170	175	193	195
29	101	102	115	117	118	170	174	182	185	195
29	41	85	97	102	117	118	156	170	195	203
7	12	40	85	89	107	118	170	183	184	195
17	29	76	81	97	102	117	118	170	182	195
29	41	89	102	117	118	156	167	170	182	195
28	29	40	83	102	117	118	166	170	183	195
29	66	76	102	117	118	126	170	174	182	195
17	29	35	41	102	117	118	156	170	182	195
12	29	61	68	85	97	102	117	118	170	195
29	35	85	89	102	117	118	158	170	176	195
24	29	41	102	114	117	118	170	174	182	195
29	40	59	83	85	97	102	117	118	170	195
21	29	40	85	97	102	117	118	156	170	195
7	29	41	89	102	117	118	170	182	195	197
29	40	85	97	102	117	118	170	186	195	206
29	36	38	102	117	118	156	170	182	183	195
29	35	40	85	98	102	117	118	170	174	195
7	29	102	117	118	141	156	170	182	183	195
29	31	83	102	117	118	148	170	174	182	195
29	36	97	102	117	118	129	156	170	182	195
24	29	68	93	102	107	117	118	170	174	195
29	31	40	41	87	89	97	118	170	175	195
21	29	41	102	117	118	170	174	182	183	195
21	29	30	85	97	102	117	118	156	170	195
29	41	71	89	102	117	118	127	170	182	195
6	29	66	97	102	117	118	170	174	182	195
29	40	66	75	97	102	117	118	143	170	195
29	31	40	41	65	97	118	157	170	174	195
29	97	102	117	118	143	154	170	174	182	195
29	41	83	102	117	118	170	174	181	182	195
29	31	78	83	97	102	117	118	156	170	195
29	41	102	117	118	170	174	175	178	182	195
21	29	81	97	101	102	117	118	170	182	195
18	29	31	41	68	89	103	118	170	184	195
7	29	59	102	117	118	156	170	182	183	195
29	35	40	83	102	117	118	170	175	182	195
29	41	89	102	117	118	170	175	182	190	195
0	24	29	68	102	117	118	120	170	182	195
29	97	102	107	117	118	156	170	182	183	195
19	22	40	89	107	118	141	170	183	184	195
6	29	41	102	117	118	141	170	174	182	195
29	31	40	41	87	89	97	118	137	170	195
0	29	40	85	102	107	109	118	170	183	195
29	81	96	97	102	104	117	118	170	182	195
17	29	102	117	118	120	156	170	180	182	195
29	40	61	102	108	117	118	156	170	183	195
5	29	89	102	117	118	170	176	182	195	197
8	29	102	117	118	170	174	182	185	195	203
22	41	89	102	107	118	154	170	183	184	195
29	41	102	108	117	118	143	170	174	182	195
29	76	81	102	112	117	118	147	170	182	195
21	29	89	97	102	117	118	120	170	182	195
29	64	85	97	102	117	118	170	174	195	197
26	29	31	66	68	97	102	117	118	170	195
29	41	102	104	117	118	137	170	174	182	195
29	40	89	97	102	117	118	143	170	184	195
29	35	41	81	102	117	118	149	170	182	195
25	29	39	81	97	102	117	118	170	182	195
29	81	95	97	102	117	118	152	170	182	195
29	89	102	103	117	118	156	170	182	195	197
28	29	40	102	117	118	156	166	170	183	195
29	36	97	102	115	117	118	170	174	182	195
6	29	41	102	117	118	137	170	174	182	195
0	29	102	112	117	118	170	174	182	195	197
18	29	31	41	68	89	104	118	170	184	195
29	64	83	85	97	102	117	118	143	170	195
29	39	60	97	102	117	118	156	170	182	195
29	40	41	97	102	117	118	170	174	182	195
12	29	81	102	117	118	170	182	183	195	200
21	29	31	41	89	102	117	118	170	182	195
