0	22	27	31	33	35	39	41	42	66	83	114	136	151	153	162	172	180	183
0	22	27	31	33	35	39	41	42	66	83	101	136	151	153	162	172	180	183
0	22	27	31	33	35	39	41	42	66	71	83	136	151	153	162	172	180	183
0	22	27	31	35	39	41	42	64	66	83	101	136	151	153	162	172	180	183
0	22	27	31	35	39	41	42	66	83	94	101	136	151	153	162	172	180	183
0	22	27	31	35	39	41	42	64	66	71	83	84	136	151	162	172	180	183
0	22	27	31	35	39	41	42	64	66	71	83	136	151	153	162	172	180	183
0	22	27	31	35	39	41	42	64	66	83	84	101	136	151	162	172	180	183
0	22	27	31	35	39	41	42	64	66	83	84	114	136	151	162	172	180	183
0	22	27	31	35	39	41	42	66	83	94	114	136	151	153	162	172	180	183
0	22	27	31	35	39	41	42	64	66	83	114	136	151	153	162	172	180	183
0	22	27	31	35	39	41	42	66	71	83	94	136	151	153	162	172	180	183
0	27	35	39	40	41	42	53	66	71	83	84	114	151	153	162	172	180	183
0	27	34	35	39	40	41	42	53	66	71	83	84	114	151	153	172	180	183
0	22	31	35	39	41	42	64	66	71	83	84	94	136	151	162	172	180	183
0	22	31	35	39	41	42	64	66	71	83	94	136	151	153	162	172	180	183
0	22	31	35	39	41	42	64	66	83	84	94	101	136	151	162	172	180	183
0	22	31	35	39	41	42	64	66	83	84	94	114	136	151	162	172	180	183
0	22	31	35	39	41	42	64	66	83	94	101	136	151	153	162	172	180	183
0	22	31	35	39	41	42	64	66	83	94	114	136	151	153	162	172	180	183
0	27	34	35	39	40	41	42	53	64	66	71	83	84	114	151	172	180	183
0	27	35	39	40	41	42	53	64	66	71	83	84	114	151	162	172	180	183
0	22	31	33	35	39	41	42	64	66	83	114	136	151	153	162	172	180	183
0	22	31	33	35	39	41	42	64	66	83	101	136	151	153	162	172	180	183
0	22	31	33	35	39	41	42	64	66	83	84	114	136	151	162	172	180	183
0	22	31	33	35	39	41	42	64	66	83	84	101	136	151	162	172	180	183
0	22	31	33	35	39	41	42	64	66	71	83	136	151	153	162	172	180	183
0	22	31	33	35	39	41	42	64	66	71	83	84	136	151	162	172	180	183
