0	22	27	35	39	40	41	42	66	68	83	84	151	170	172	180	183
0	22	27	35	39	40	41	42	66	83	84	151	168	172	180	183	195
0	22	27	35	39	40	41	42	66	68	83	84	119	151	172	180	183
0	22	27	35	39	40	41	42	66	83	84	90	151	168	172	180	183
0	22	27	35	39	40	41	42	66	68	83	84	151	172	180	183	195
0	22	27	35	39	40	41	42	66	83	84	116	151	168	172	180	183
0	22	27	35	39	40	41	42	66	68	83	84	151	172	180	183	205
0	22	27	35	39	40	41	42	66	83	84	144	151	168	172	180	183
0	22	27	35	39	40	41	42	66	83	84	90	118	151	172	180	183
0	22	27	35	39	40	41	42	66	83	84	151	154	168	172	180	183
0	22	27	35	39	40	41	42	66	83	84	116	118	151	172	180	183
0	22	27	35	39	40	41	42	66	83	84	119	151	168	172	180	183
0	22	27	35	39	40	41	42	66	83	84	118	144	151	172	180	183
0	22	27	35	39	40	41	42	66	83	84	118	151	154	172	180	183
0	22	27	35	39	40	41	42	66	68	83	84	118	151	172	180	183
0	22	27	35	39	40	41	42	66	83	84	151	168	172	180	183	205
0	22	27	35	39	40	41	42	66	83	84	118	119	151	172	180	183
0	22	27	35	39	40	41	42	66	83	84	151	168	172	180	183	190
0	22	27	35	39	40	41	42	66	83	84	118	151	172	180	183	195
0	22	27	35	36	39	40	41	42	66	68	83	84	151	172	180	183
0	22	27	35	39	40	41	42	66	83	84	118	151	172	180	183	205
0	22	27	35	39	40	41	42	66	68	83	84	90	151	172	180	183
0	22	27	35	39	40	41	42	66	83	84	118	151	172	180	183	190
0	22	27	35	39	40	41	42	66	68	83	84	116	151	172	180	183
0	22	27	35	39	40	41	42	66	68	83	84	144	151	172	180	183
0	22	27	35	39	40	41	42	66	68	83	84	151	154	172	180	183
0	22	27	35	39	40	41	42	66	68	83	84	151	168	172	180	183
