0	31	35	39	40	41	42	64	66	68	71	94	151	153	170	172	180	183
0	27	31	35	39	40	41	42	64	66	68	83	119	151	153	172	180	183
0	31	33	35	39	40	41	42	64	66	68	83	84	118	151	172	180	183
0	22	31	33	35	39	40	41	42	66	68	83	84	90	151	172	180	183
0	31	35	39	40	41	42	64	66	71	94	144	151	153	168	172	180	183
0	31	35	39	40	41	42	64	66	83	84	90	94	151	168	172	180	183
0	22	27	31	35	39	40	41	42	66	71	119	151	153	168	172	180	183
0	31	35	39	40	41	42	64	66	83	84	94	151	154	168	172	180	183
0	22	31	33	35	39	40	41	42	66	83	84	118	151	172	180	183	195
0	22	31	35	39	40	41	42	66	71	94	116	151	153	168	172	180	183
0	27	31	35	39	40	41	42	64	66	71	151	153	168	172	180	183	190
0	31	35	39	40	41	42	64	66	83	94	144	151	153	168	172	180	183
0	22	31	35	39	40	41	42	66	68	71	94	151	153	154	172	180	183
0	27	31	35	39	40	41	42	64	66	71	118	119	151	153	172	180	183
0	31	35	39	40	41	42	66	68	83	84	94	116	151	153	172	180	183
0	22	31	35	39	40	41	42	66	71	94	118	151	153	172	180	183	205
0	31	33	35	39	40	41	42	64	66	68	71	151	153	172	180	183	195
0	31	35	39	40	41	42	64	66	68	83	84	94	151	154	172	180	183
0	22	31	35	39	40	41	42	66	68	83	94	151	153	172	180	183	195
0	22	31	35	39	40	41	42	66	68	83	94	118	151	153	172	180	183
0	22	27	35	39	40	41	42	61	66	83	151	153	168	172	180	183	195
0	11	22	27	35	39	40	41	42	66	83	90	118	151	153	172	180	183
0	31	35	39	40	41	42	64	66	68	83	84	94	151	172	180	183	195
0	31	35	39	40	41	42	64	66	83	84	94	119	151	168	172	180	183
0	22	31	35	39	40	41	42	66	71	94	151	153	168	172	180	183	205
0	22	27	31	35	39	40	41	42	66	83	118	151	153	154	172	180	183
0	22	31	35	39	40	41	42	66	71	94	118	151	153	154	172	180	183
0	31	35	39	40	41	42	64	66	83	84	94	118	151	154	172	180	183
0	31	35	39	40	41	42	66	83	84	94	151	153	154	168	172	180	183
0	31	35	36	39	40	41	42	64	66	68	71	94	151	153	172	180	183
0	31	33	35	39	40	41	42	64	66	83	84	116	118	151	172	180	183
0	31	33	35	39	40	41	42	66	68	83	84	151	153	168	172	180	183
0	22	31	35	39	40	41	42	66	68	71	94	151	153	170	172	180	183
0	31	35	39	40	41	42	66	83	84	90	94	151	153	168	172	180	183
0	22	31	35	39	40	41	42	66	71	94	118	151	153	172	180	183	190
0	22	31	33	35	39	40	41	42	66	71	151	153	168	172	180	183	205
0	22	31	33	35	39	40	41	42	66	68	71	116	151	153	172	180	183
0	22	27	35	39	40	41	42	61	66	83	151	153	154	168	172	180	183
0	31	33	35	39	40	41	42	66	83	84	116	118	151	153	172	180	183
0	31	33	35	39	40	41	42	64	66	68	83	116	151	153	172	180	183
0	31	33	35	39	40	41	42	66	83	84	118	119	151	153	172	180	183
0	22	31	33	35	39	40	41	42	66	68	71	151	153	154	172	180	183
0	27	31	35	39	40	41	42	64	66	68	83	151	153	168	172	180	183
0	22	27	31	35	39	40	41	42	66	83	144	151	153	168	172	180	183
0	22	27	35	39	40	41	42	61	66	83	118	144	151	153	172	180	183
0	22	31	33	35	39	40	41	42	66	68	83	151	153	172	180	183	205
0	22	27	31	35	39	40	41	42	66	71	118	151	153	172	180	183	195
0	27	31	35	39	40	41	42	64	66	83	144	151	153	168	172	180	183
0	22	27	35	36	39	40	41	42	66	83	84	90	102	151	172	180	183
0	31	33	35	39	40	41	42	64	66	83	90	151	153	168	172	180	183
0	22	27	31	35	39	40	41	42	66	68	83	118	151	153	172	180	183
0	22	31	33	35	39	40	41	42	66	68	71	151	153	168	172	180	183
0	22	27	35	36	39	40	41	42	66	83	84	144	151	172	180	183	196
0	22	27	35	36	39	40	41	42	66	83	84	144	151	156	172	180	183
0	11	22	27	35	39	40	41	42	66	83	116	118	151	153	172	180	183
0	22	27	35	39	40	41	42	66	83	84	119	149	151	172	180	183	190
0	22	31	33	35	39	40	41	42	66	83	84	151	168	172	180	183	205
0	22	27	35	36	39	40	41	42	66	83	84	102	151	172	180	183	205
0	22	27	35	39	40	41	42	61	66	68	83	151	153	170	172	180	183
0	22	27	35	39	40	41	42	66	83	84	144	151	172	180	183	190	206
0	11	22	27	35	39	40	41	42	66	83	151	153	168	172	180	183	205
0	22	27	35	36	39	40	41	42	66	83	84	151	154	156	172	180	183
0	31	33	35	39	40	41	42	64	66	68	83	84	116	151	172	180	183
0	22	27	35	36	39	40	41	42	66	83	84	151	154	172	180	183	196
0	31	33	35	39	40	41	42	64	66	68	83	84	119	151	172	180	183
0	22	27	35	39	40	41	42	66	83	84	144	148	151	172	180	183	190
0	22	31	33	35	39	40	41	42	66	83	84	118	119	151	172	180	183
0	22	27	35	36	39	40	41	42	65	66	83	84	151	172	180	183	205
0	22	31	33	35	39	40	41	42	66	83	84	118	151	172	180	183	190
0	22	27	35	36	39	40	41	42	66	83	84	148	151	172	180	183	190
0	27	31	35	39	40	41	42	64	66	68	71	151	153	170	172	180	183
0	22	27	35	39	40	41	42	66	83	84	144	151	156	172	180	183	190
0	22	31	35	39	40	41	42	66	83	94	118	144	151	153	172	180	183
0	31	35	39	40	41	42	64	66	83	84	94	118	119	151	172	180	183
0	11	22	27	35	39	40	41	42	66	68	83	90	151	153	172	180	183
0	22	27	35	39	40	41	42	66	83	84	119	151	156	170	172	180	183
0	22	27	35	39	40	41	42	61	66	83	90	118	151	153	172	180	183
0	22	27	35	39	40	41	42	66	83	84	89	116	151	172	180	183	190
0	22	27	35	36	39	40	41	42	66	83	84	89	151	172	180	183	190
0	31	33	35	39	40	41	42	66	68	83	84	119	151	153	172	180	183
0	22	27	35	39	40	41	42	66	83	84	144	151	170	172	180	183	196
0	22	27	31	35	39	40	41	42	66	68	71	151	153	172	180	183	195
0	22	27	35	36	39	40	41	42	66	83	84	119	149	151	172	180	183
0	22	31	33	35	39	40	41	42	66	71	151	153	168	172	180	183	190
0	22	27	35	39	40	41	42	66	83	84	90	151	156	170	172	180	183
0	22	27	31	35	39	40	41	42	66	68	83	144	151	153	172	180	183
0	22	27	35	39	40	41	42	66	83	84	89	119	151	170	172	180	183
0	31	33	35	39	40	41	42	64	66	83	84	118	151	172	180	183	205
0	22	27	35	36	39	40	41	42	66	83	84	90	151	172	180	183	206
0	22	31	33	35	39	40	41	42	66	71	118	151	153	172	180	183	205
0	22	27	35	36	39	40	41	42	66	83	84	89	116	151	172	180	183
0	22	31	35	39	40	41	42	66	71	90	94	118	151	153	172	180	183
0	22	27	35	36	39	40	41	42	66	83	84	151	157	172	180	183	190
0	22	27	35	39	40	41	42	61	66	83	118	151	153	172	180	183	205
0	22	27	35	36	39	40	41	42	66	83	84	90	148	151	172	180	183
0	27	31	35	39	40	41	42	64	66	68	71	151	153	168	172	180	183
0	22	27	35	39	40	41	42	66	83	84	151	154	170	172	180	183	206
0	22	27	31	35	39	40	41	42	66	71	151	153	168	172	180	183	195
0	22	27	35	39	40	41	42	66	83	84	89	90	151	172	180	183	190
