31	41	68	75	89	102	107	116	117	118	120	170
31	41	68	85	89	102	107	116	117	118	170	195
31	40	41	89	102	107	116	117	118	170	195	200
0	26	31	40	41	71	89	107	116	118	170	195
0	7	31	41	89	107	116	118	120	159	170	195
0	26	31	40	41	68	89	107	116	118	170	183
0	7	31	41	89	107	116	118	120	170	190	195
30	31	40	41	51	89	107	116	117	118	170	183
0	26	31	40	41	89	99	107	116	118	170	195
31	41	68	89	102	107	116	117	118	170	175	195
21	31	40	41	68	89	102	107	116	118	120	170
31	40	41	89	93	102	107	116	117	118	170	195
0	26	31	40	41	89	107	116	118	170	183	195
31	41	68	85	89	102	107	116	118	120	170	195
0	26	31	40	41	59	89	107	116	118	170	183
0	26	31	40	41	68	89	107	114	116	118	170
31	41	68	89	102	107	116	117	118	133	170	195
25	31	41	68	89	102	107	116	117	118	170	195
0	26	31	40	41	89	107	116	118	170	195	203
0	26	31	40	41	89	93	107	116	118	170	195
0	26	31	40	41	89	107	116	118	133	170	195
0	7	31	41	89	96	107	116	118	158	170	195
29	31	41	89	102	103	107	116	118	170	195	196
31	40	41	85	89	107	109	116	117	118	170	195
21	31	41	68	89	102	107	116	118	120	170	195
0	26	31	40	41	64	89	107	116	118	170	183
31	41	68	89	102	107	112	116	118	120	170	195
22	31	41	89	102	107	116	117	118	170	183	190
0	26	31	40	41	89	107	116	118	170	182	195
0	7	31	41	89	107	116	118	158	159	170	195
24	31	40	89	102	107	116	117	118	170	176	183
31	41	68	75	89	102	107	116	117	118	170	195
31	40	41	68	73	89	102	107	116	118	120	170
0	31	40	41	68	85	89	102	107	116	118	170
31	40	41	85	89	102	107	116	117	118	170	195
25	31	40	41	68	89	102	107	116	118	120	170
30	31	40	41	54	89	107	116	117	118	170	183
0	26	31	40	41	55	89	107	116	118	170	183
31	41	68	89	102	107	116	117	118	170	183	195
0	26	31	40	41	89	107	114	116	118	170	195
0	26	31	40	41	89	107	116	118	170	186	195
31	41	68	89	102	107	116	117	118	170	186	195
7	31	40	89	93	107	116	117	118	170	176	183
31	41	68	89	102	107	116	117	118	125	170	195
0	31	41	89	107	109	116	118	158	170	190	195
8	31	41	68	89	102	107	116	118	120	170	195
0	26	31	40	41	89	107	116	118	170	195	200
31	40	41	68	89	102	107	116	117	118	120	170
0	31	40	41	89	102	107	116	118	170	195	200
7	31	40	89	107	116	117	118	170	176	183	197
0	26	31	40	41	89	92	107	116	118	170	183
7	31	40	89	101	107	116	117	118	170	176	183
31	40	41	68	89	97	102	107	116	118	120	170
31	40	41	66	68	89	102	107	116	118	120	170
0	26	31	40	41	61	89	107	116	118	170	183
26	31	41	68	89	102	107	116	118	120	170	195
31	41	68	89	102	107	116	117	118	170	180	195
29	31	41	68	89	102	107	112	116	118	170	182
6	31	41	68	89	102	107	116	118	170	182	196
6	31	40	41	68	89	102	107	116	118	170	182
0	7	17	31	41	89	107	116	118	158	170	195
31	41	68	89	102	107	116	117	118	130	170	195
31	40	41	89	102	103	107	116	117	118	170	195
7	31	40	89	102	116	117	118	170	176	183	195
21	31	40	89	102	107	116	117	118	170	176	183
31	40	41	54	89	107	109	116	117	118	170	183
24	26	31	40	41	89	107	116	117	118	170	183
31	41	68	78	89	102	107	116	117	118	170	195
31	41	68	89	102	107	116	117	118	120	170	195
31	40	41	68	89	102	107	116	118	120	170	180
31	40	41	89	102	107	116	117	118	170	180	195
0	26	31	40	41	68	89	97	107	116	118	170
31	41	68	89	93	102	107	116	117	118	170	195
0	2	26	31	40	41	89	107	116	118	170	183
0	26	31	40	41	89	107	116	118	170	183	203
0	7	31	41	89	107	116	118	120	170	195	201
0	26	31	40	41	89	107	116	118	125	170	195
31	41	68	89	102	107	116	117	118	143	170	195
0	26	31	40	41	89	97	107	116	118	170	195
31	41	68	85	89	102	107	116	117	118	120	170
31	40	41	89	102	107	116	117	118	133	170	195
29	31	41	68	89	102	107	116	117	118	170	175
31	41	68	89	102	107	116	118	120	170	195	200
0	26	31	40	41	68	89	107	116	118	170	180
31	40	41	89	107	109	116	117	118	170	183	190
0	26	31	40	41	68	89	107	116	118	170	190
0	26	31	40	41	75	89	107	116	118	170	195
31	41	68	89	99	102	107	116	117	118	170	195
0	31	41	66	89	102	107	116	118	158	170	195
31	40	41	79	89	102	107	116	117	118	170	195
0	26	31	40	41	89	107	116	118	143	170	195
31	41	68	89	102	107	109	116	118	170	182	195
31	40	89	102	107	115	116	117	118	170	176	183
8	29	31	41	68	89	102	107	116	118	170	182
31	41	68	89	101	102	107	116	117	118	170	195
31	40	41	76	89	102	107	116	117	118	170	195
