22	29	35	67	102	109	117	118	156	170	183	194	195
8	29	89	102	117	118	152	156	170	182	183	184	195
22	29	89	97	102	109	117	118	152	156	164	170	195
6	22	29	41	102	107	116	117	118	156	170	183	195
21	29	31	36	40	66	97	99	102	117	118	170	195
7	22	29	84	102	116	117	118	156	170	183	185	195
8	22	29	39	40	88	102	117	118	156	170	183	195
29	35	36	85	102	116	117	118	152	156	170	183	195
0	21	29	39	41	89	102	118	170	171	180	182	195
21	29	31	41	58	102	117	118	161	170	174	182	195
16	21	29	31	36	40	66	97	102	117	118	170	195
22	29	31	40	83	97	102	107	117	118	156	170	195
22	29	39	102	109	117	118	152	156	170	171	183	195
7	22	29	55	102	107	116	117	118	156	170	183	195
19	28	29	40	83	102	107	117	118	152	170	183	195
22	29	39	102	109	117	118	144	152	156	170	183	195
22	29	30	39	102	117	118	156	157	170	183	190	195
7	22	29	35	102	117	118	147	156	170	183	184	195
7	22	29	41	102	116	117	118	156	164	170	183	195
22	29	77	85	102	116	117	118	156	170	183	184	195
19	29	102	117	118	152	156	170	182	183	184	195	201
2	29	31	40	66	77	97	102	117	118	170	184	195
21	29	41	102	107	117	118	152	156	170	182	183	195
0	29	35	41	89	102	118	152	164	170	180	182	195
29	69	97	102	112	116	117	118	170	174	182	184	195
29	31	40	58	66	77	97	102	117	118	170	184	195
17	24	29	31	40	66	68	97	102	117	118	170	195
8	29	31	40	66	97	102	117	118	170	174	183	195
21	29	31	68	97	102	107	117	118	152	170	174	195
29	41	89	97	102	117	118	152	170	182	184	190	195
8	22	29	35	67	102	117	118	156	170	183	194	195
2	22	29	66	102	109	117	118	156	168	170	183	195
21	29	31	36	40	66	97	102	117	118	170	195	199
22	29	31	40	97	102	107	116	117	118	156	170	195
7	22	29	67	102	116	117	118	156	170	182	183	195
29	77	102	116	117	118	156	159	170	182	183	195	196
22	29	31	35	41	102	112	117	118	156	170	183	195
29	41	56	102	107	117	118	152	161	170	174	182	195
7	22	29	67	102	117	118	152	156	170	183	195	197
29	85	89	102	109	117	118	152	156	170	183	184	195
29	35	41	89	102	117	118	141	152	170	182	184	195
22	29	102	117	118	152	156	158	170	182	183	184	195
7	22	29	61	102	107	117	118	152	156	170	183	195
21	29	41	102	107	117	118	152	167	170	174	182	195
18	29	41	102	116	117	118	156	170	171	182	183	195
29	35	85	97	102	112	117	118	170	174	195	196	201
2	22	29	102	107	109	117	118	156	157	170	183	195
24	29	31	39	40	66	97	102	117	118	170	178	195
22	29	31	41	68	102	117	118	156	157	170	183	195
7	22	29	31	90	102	117	118	147	156	170	183	195
29	31	40	60	66	97	102	103	117	118	170	184	195
8	22	29	102	116	117	118	156	164	170	183	195	205
8	22	29	39	40	75	102	117	118	156	170	183	195
21	29	31	102	117	118	152	170	174	182	183	185	195
8	22	29	31	75	102	117	118	152	156	170	183	195
22	29	97	102	109	116	117	118	154	156	170	195	196
29	31	40	69	97	102	109	117	118	156	170	195	201
29	31	40	97	102	107	109	117	118	156	161	170	195
8	22	29	102	116	117	118	156	158	164	170	183	195
24	29	31	40	66	97	102	113	117	118	170	183	195
16	29	31	40	66	97	102	107	117	118	170	193	195
21	29	31	41	66	102	117	118	170	174	182	195	206
22	29	30	66	102	117	118	145	156	170	183	190	195
7	22	29	35	102	107	117	118	156	170	183	194	195
7	22	29	62	102	116	117	118	156	170	183	195	196
17	21	29	31	40	66	97	102	117	118	150	170	195
29	30	31	40	66	97	102	117	118	150	170	183	195
17	29	35	40	41	102	117	118	170	174	182	195	201
29	41	48	102	116	117	118	156	170	171	182	183	195
29	31	40	57	66	97	102	117	118	170	180	184	195
0	5	21	22	29	31	68	97	102	117	118	170	195
22	29	31	40	66	97	102	112	117	118	170	195	196
2	7	22	29	102	117	118	152	153	156	170	183	195
29	35	66	85	89	97	102	117	118	156	170	184	195
2	22	29	102	109	117	118	156	157	170	183	195	196
8	22	29	67	75	102	116	117	118	156	170	183	195
21	29	31	40	68	89	97	102	117	118	170	174	195
18	22	29	41	102	116	117	118	156	170	183	184	195
21	29	36	85	102	116	117	118	156	170	183	194	195
29	30	31	40	66	97	102	113	117	118	170	183	195
7	22	29	102	117	118	144	152	153	156	170	183	195
2	29	41	89	102	107	117	118	152	170	182	190	195
29	31	83	102	117	118	147	152	170	174	182	183	195
22	29	39	102	109	117	118	154	156	157	170	183	195
21	29	31	41	102	107	117	118	170	174	182	195	201
22	29	31	41	102	112	117	118	146	156	170	183	195
22	29	31	41	102	116	117	118	156	170	183	188	195
21	22	29	36	85	102	116	117	118	156	170	183	195
6	29	85	102	116	117	118	156	161	170	183	184	195
29	31	68	72	97	102	117	118	170	174	194	195	201
8	22	24	29	102	116	117	118	156	157	170	183	195
29	31	102	107	116	117	118	159	170	174	182	185	195
0	22	29	97	102	109	116	117	118	156	170	195	196
8	21	29	31	40	66	86	97	102	117	118	170	195
29	31	40	41	102	115	117	118	170	174	182	195	201
17	29	31	40	66	97	102	117	118	170	195	196	201
29	35	40	85	102	107	117	118	152	170	174	183	195
21	29	39	40	41	89	102	117	118	170	182	195	197
29	31	40	66	97	102	116	117	118	170	183	195	205
22	29	31	41	66	102	117	118	120	156	170	183	195
8	22	29	31	32	102	117	118	152	156	170	183	195
7	22	29	44	102	116	117	118	156	158	170	183	195
16	25	29	31	40	66	97	102	107	117	118	170	195
21	29	31	40	66	72	97	102	117	118	152	170	195
21	29	30	31	40	66	97	102	117	118	170	195	201
29	36	85	102	116	117	118	156	161	170	183	188	195
29	41	89	102	117	118	152	170	182	184	190	195	197
22	29	39	66	102	109	117	118	154	156	170	183	195
21	29	97	102	116	117	118	170	171	174	182	184	195
7	22	29	67	102	116	117	118	156	170	183	195	203
22	29	77	102	116	117	118	156	170	182	183	195	196
29	41	102	107	117	118	152	170	174	182	195	201	203
7	22	29	41	102	107	117	118	152	156	170	183	195
11	21	29	31	40	66	97	102	117	118	170	184	195
29	31	40	66	77	97	102	117	118	170	183	184	195
29	77	102	116	117	118	156	159	170	182	183	184	195
7	22	29	31	102	117	118	156	170	183	185	194	195
2	7	22	29	66	102	117	118	156	170	174	183	195
29	30	85	102	117	118	147	152	156	170	183	184	195
8	22	29	31	66	102	117	118	156	170	183	188	195
7	15	22	29	40	102	107	117	118	156	170	183	195
17	26	29	31	40	66	97	102	117	118	170	184	195
29	31	39	40	66	97	102	117	118	170	183	188	195
7	22	29	40	102	117	118	145	156	170	183	184	195
24	29	31	40	66	97	102	116	117	118	170	194	195
21	22	29	31	40	97	102	117	118	148	156	170	195
15	21	22	29	30	102	117	118	156	170	183	195	196
0	22	29	31	102	117	118	152	170	174	182	183	195
29	68	101	102	107	117	118	152	170	174	182	195	201
7	29	97	102	116	117	118	170	174	182	184	194	195
16	29	31	35	40	66	97	102	107	117	118	170	195
29	41	89	102	107	117	118	152	170	182	190	195	204
29	31	39	40	66	97	102	117	118	143	170	195	196
0	29	35	41	89	102	118	152	170	180	182	184	195
29	31	35	102	116	117	118	152	156	170	182	183	195
0	21	29	102	107	117	118	152	156	170	182	183	195
29	41	89	102	107	117	118	152	170	182	190	193	195
17	24	29	31	40	66	97	102	117	118	168	170	195
22	29	31	40	97	102	107	112	117	118	156	170	195
6	29	85	102	117	118	147	152	156	170	183	184	195
29	36	48	85	102	116	117	118	156	170	171	183	195
22	29	31	35	41	102	117	118	152	156	170	183	195
8	22	29	66	87	102	116	117	118	156	170	183	195
29	31	32	40	41	66	97	102	117	118	170	174	195
8	22	29	35	102	116	117	118	156	157	170	183	195
8	21	29	31	35	68	89	102	117	118	170	174	195
22	29	35	40	66	102	109	117	118	170	182	183	195
29	36	85	102	107	116	117	118	156	161	170	183	195
8	22	29	34	66	102	116	117	118	156	170	183	195
29	31	36	40	66	97	99	102	117	118	170	184	195
29	30	31	41	66	102	117	118	170	174	182	195	201
7	22	29	67	102	117	118	144	152	156	170	183	195
2	22	29	66	102	109	117	118	149	156	170	183	195
29	72	85	102	116	117	118	156	161	170	183	184	195
22	29	30	102	117	118	152	156	157	170	183	195	201
24	29	31	40	97	102	117	118	152	156	170	183	195
29	31	40	97	102	107	117	118	152	156	170	183	195
21	29	97	102	117	118	152	170	174	182	184	194	195
7	22	29	39	66	102	107	117	118	156	170	183	195
29	30	85	102	117	118	152	156	159	170	183	184	195
8	21	29	31	40	66	82	97	102	117	118	170	195
21	29	35	67	85	102	112	117	118	170	174	182	195
29	102	104	112	116	117	118	156	170	182	183	184	195
0	29	36	85	102	116	117	118	156	161	170	183	195
29	31	40	58	66	97	102	117	118	170	180	184	195
21	29	31	41	65	66	102	117	118	170	174	182	195
15	22	29	97	102	109	116	117	118	156	170	195	196
28	29	40	73	83	102	107	117	118	152	170	183	195
21	29	31	41	102	117	118	161	170	174	182	195	203
22	29	31	40	66	97	102	107	117	118	170	184	195
7	22	29	42	102	116	117	118	156	170	183	195	196
21	29	31	40	66	97	102	104	117	118	170	174	195
22	29	35	102	109	117	118	147	156	164	170	183	195
29	31	40	97	102	107	116	117	118	156	161	170	195
7	21	22	29	35	102	117	118	156	170	183	184	195
21	29	31	40	66	97	102	117	118	170	174	180	195
22	29	31	40	97	102	117	118	156	170	183	184	195
21	29	31	41	102	117	118	161	170	174	182	184	195
29	31	40	41	66	97	102	107	117	118	129	170	195
7	22	29	31	102	117	118	156	170	183	194	195	203
29	39	102	107	117	118	152	156	170	182	183	195	201
29	41	102	116	117	118	120	156	161	170	182	183	195
19	29	31	40	63	66	97	102	117	118	170	184	195
7	22	29	35	102	117	118	156	157	170	183	184	195
21	26	29	85	97	102	117	118	152	170	174	195	196
8	22	29	67	102	116	117	118	156	158	170	183	195
21	29	30	31	40	66	90	97	102	117	118	170	195
22	29	84	102	109	117	118	152	156	170	183	195	201
7	22	29	85	102	117	118	152	170	174	182	195	196
22	29	30	102	117	118	145	147	156	170	183	195	196
6	22	29	85	102	107	117	118	152	170	174	182	195
0	21	29	31	41	102	117	118	170	174	182	194	195
6	29	85	102	116	117	118	152	156	170	183	184	195
7	22	29	90	102	117	118	152	153	156	170	183	195
8	21	29	31	41	66	102	117	118	170	174	182	195
0	29	41	42	89	102	118	152	170	180	182	195	196
7	22	29	31	102	117	118	156	157	170	172	183	195
8	22	29	32	66	102	116	117	118	156	170	183	195
22	29	31	32	40	66	77	97	102	117	118	170	195
6	22	29	102	117	118	152	156	170	182	183	195	196
2	21	22	29	67	85	102	117	118	170	174	182	195
22	29	31	41	66	102	117	118	156	170	183	184	195
22	29	31	32	40	66	97	102	104	117	118	170	195
8	22	29	75	102	116	117	118	156	170	183	194	195
7	8	22	29	44	102	116	117	118	156	170	183	195
19	29	31	40	58	66	97	102	117	118	170	184	195
7	29	36	85	102	112	116	117	118	156	170	183	195
7	22	29	39	102	116	117	118	153	156	170	183	195
22	29	31	40	97	102	107	117	118	156	170	195	201
22	29	35	102	109	117	118	156	164	170	183	194	195
29	35	40	97	102	112	117	118	156	170	182	195	201
22	29	85	102	117	118	152	156	158	170	183	184	195
22	29	31	40	66	102	117	118	170	174	182	183	195
7	22	29	102	116	117	118	153	156	170	183	195	203
29	102	112	116	117	118	152	156	170	171	182	183	195
19	22	29	31	32	40	66	97	102	117	118	170	195
15	22	29	41	66	102	109	117	118	156	170	183	195
24	29	39	40	46	66	97	102	104	117	118	170	195
29	31	40	66	92	97	102	117	118	170	180	184	195
29	30	40	102	116	117	118	152	156	170	182	183	195
29	31	40	66	97	102	117	118	152	170	183	188	195
29	40	85	97	102	112	116	117	118	156	170	184	195
19	29	31	40	66	92	97	102	117	118	170	184	195
29	30	31	40	97	102	117	118	156	170	171	183	195
29	31	40	57	66	77	97	102	117	118	170	184	195
16	29	31	40	66	97	102	117	118	170	174	183	195
0	29	41	84	89	102	116	118	170	180	182	183	195
29	31	40	97	102	117	118	152	156	170	183	195	197
29	64	77	102	116	117	118	156	170	182	183	194	195
11	12	29	31	40	66	97	102	107	117	118	170	195
8	22	29	31	66	75	102	117	118	156	170	183	195
29	31	40	62	66	97	102	104	117	118	170	184	195
29	30	31	40	41	102	117	118	170	174	182	195	201
22	29	41	102	116	117	118	156	170	183	184	190	195
29	30	31	40	66	97	102	117	118	170	174	183	195
0	8	22	29	31	102	117	118	156	157	170	183	195
21	29	41	66	102	116	117	118	156	170	182	183	195
29	102	109	116	117	118	119	152	156	170	182	183	195
29	41	102	117	118	152	170	171	174	182	195	201	203
29	31	40	66	89	97	102	107	114	117	118	170	195
8	22	29	31	34	102	117	118	156	170	183	194	195
22	29	48	85	102	117	118	152	156	170	183	184	195
29	39	41	102	112	117	118	156	170	171	182	183	195
29	97	102	116	117	118	158	170	174	182	184	194	195
22	29	41	102	107	117	118	152	156	158	170	183	195
7	22	29	31	36	66	102	117	118	156	170	183	195
29	31	40	66	97	102	117	118	170	183	184	195	199
29	85	102	116	117	118	147	156	170	183	184	195	201
22	29	30	39	102	107	117	118	156	170	183	194	195
29	31	35	68	102	107	117	118	152	159	170	174	195
29	85	102	116	117	118	156	158	170	183	184	194	195
7	29	31	40	66	97	102	107	117	118	170	174	195
29	31	85	89	97	102	116	117	118	156	170	184	195
21	29	41	102	107	117	118	152	170	174	180	182	195
22	29	84	102	109	117	118	137	152	156	170	183	195
29	31	40	97	102	107	112	117	118	129	156	170	195
29	84	85	102	117	118	147	152	156	170	183	184	195
8	21	29	31	68	97	102	117	118	170	174	194	195
22	29	97	102	109	117	118	145	152	156	170	195	196
8	22	29	84	102	116	117	118	156	158	170	183	195
0	29	41	89	102	107	116	118	170	180	182	190	195
7	22	29	31	90	102	117	118	152	156	170	183	195
29	31	40	66	97	99	102	107	117	118	170	183	195
7	22	29	31	102	117	118	156	170	172	183	194	195
8	22	29	66	102	116	117	118	156	170	174	183	195
8	22	29	39	66	102	117	118	156	170	174	183	195
7	22	29	39	66	102	117	118	156	170	183	195	201
29	31	39	40	66	97	102	109	117	118	170	195	201
8	22	29	67	87	102	117	118	152	156	170	183	195
22	29	31	41	68	102	117	118	156	170	183	194	195
29	31	89	97	102	116	117	118	156	170	182	184	195
29	31	40	66	97	102	117	118	170	176	183	195	197
29	31	40	66	97	102	105	107	117	118	170	183	195
7	22	29	31	102	112	117	118	156	170	183	188	195
29	35	102	117	118	152	156	170	182	183	184	195	201
7	22	29	42	102	117	118	152	153	156	170	183	195
8	22	29	44	68	102	116	117	118	156	170	183	195
22	29	39	40	66	102	109	117	118	170	182	183	195
22	29	30	39	102	117	118	156	157	166	170	183	195
29	42	102	116	117	118	156	170	171	182	183	195	200
29	30	31	40	66	89	97	102	117	118	170	195	201
29	31	40	76	97	102	107	117	118	156	170	194	195
7	22	29	67	102	116	117	118	156	170	172	183	195
17	29	31	40	66	97	102	117	118	170	183	195	205
29	31	40	42	66	97	102	107	117	118	170	195	204
21	29	89	97	102	117	118	152	170	174	182	184	195
8	21	22	29	35	67	102	117	118	156	170	183	195
15	22	29	30	40	66	102	117	118	170	182	183	195
29	31	40	66	97	102	107	114	117	118	170	175	195
7	22	29	90	102	117	118	152	156	170	183	195	196
26	29	31	40	42	66	97	102	117	118	170	184	195
22	29	31	40	66	97	102	117	118	170	171	183	195
7	22	29	55	102	117	118	152	156	170	183	195	196
8	22	29	68	102	117	118	152	156	164	170	183	195
8	22	29	31	102	117	118	156	157	170	183	188	195
21	26	29	31	68	89	97	102	117	118	170	174	195
17	29	31	40	66	86	97	102	117	118	170	195	196
0	2	7	22	29	66	102	117	118	156	170	183	195
22	24	29	31	40	66	97	102	117	118	170	185	195
15	22	29	66	102	109	117	118	156	170	183	195	201
26	29	31	40	66	97	102	117	118	170	184	195	200
19	29	31	40	66	97	102	117	118	170	174	184	195
7	22	29	31	62	102	117	118	156	170	183	194	195
24	29	31	40	66	90	97	102	117	118	170	183	195
22	29	97	102	109	116	117	118	156	158	170	195	196
22	29	39	66	102	109	117	118	156	170	174	183	195
8	15	22	29	102	107	117	118	156	157	170	183	195
29	36	102	107	116	117	118	170	174	180	182	195	201
7	22	29	31	102	117	118	144	156	157	170	183	195
21	29	31	36	40	66	97	98	102	117	118	170	195
2	22	29	102	109	117	118	147	156	170	183	195	196
0	29	31	41	89	102	118	152	170	180	182	183	195
6	29	31	40	97	102	107	117	118	156	170	195	201
29	85	102	117	118	152	156	158	170	171	183	184	195
7	21	29	31	40	66	97	102	117	118	170	195	201
17	29	31	40	66	97	102	117	118	170	174	195	196
7	15	22	29	40	102	117	118	156	170	183	184	195
29	35	40	85	102	117	118	152	156	170	183	184	195
29	31	40	97	102	117	118	156	170	171	183	195	197
8	21	22	29	102	117	118	152	153	156	170	183	195
22	29	30	39	66	102	117	118	156	170	183	190	195
25	28	29	40	83	102	107	117	118	152	170	183	195
21	22	29	31	40	97	102	117	118	156	170	183	195
29	102	117	118	152	161	170	174	182	183	184	185	195
7	22	29	58	102	116	117	118	156	170	183	195	196
28	29	39	40	83	102	107	112	117	118	170	183	195
22	29	85	102	117	118	144	152	156	170	183	184	195
21	29	102	117	118	152	170	174	182	183	184	185	195
17	29	31	40	97	102	107	117	118	156	159	170	195
11	29	31	40	66	97	102	117	118	119	170	184	195
29	102	103	112	116	117	118	156	170	171	182	183	195
7	22	29	97	102	107	116	117	118	156	170	183	195
22	24	29	31	40	66	97	102	117	118	170	195	203
7	22	29	31	66	102	117	118	156	170	183	188	195
7	22	29	42	84	102	116	117	118	156	170	183	195
8	22	29	102	116	117	118	151	156	164	170	183	195
7	15	22	29	40	86	102	117	118	156	170	183	195
29	30	41	89	102	107	117	118	152	170	182	190	195
22	29	85	102	107	109	116	117	118	170	174	182	195
29	31	39	40	66	97	102	117	118	170	184	195	200
29	41	89	102	107	116	117	118	170	180	182	195	201
29	31	66	68	89	97	102	117	118	170	174	183	195
21	22	29	35	85	102	117	118	156	170	183	184	195
24	29	39	40	66	97	102	104	117	118	144	170	195
22	29	31	40	66	97	102	117	118	170	183	184	195
7	22	29	39	102	116	117	118	120	156	170	183	195
8	22	29	31	68	102	116	117	118	156	170	183	195
22	29	35	40	102	109	117	118	156	170	183	184	195
22	24	29	31	41	102	117	118	147	156	170	183	195
29	66	85	102	116	117	118	156	158	170	183	184	195
3	22	29	102	117	118	152	156	170	182	183	184	195
29	31	40	68	89	97	102	117	118	156	170	183	195
29	35	84	102	116	117	118	152	156	170	182	183	195
28	29	40	83	102	107	117	118	152	170	174	183	195
29	35	85	97	102	112	117	118	147	170	174	195	196
21	29	31	36	85	102	117	118	152	156	170	183	195
17	21	29	31	40	66	97	102	117	118	170	184	195
22	28	29	41	102	116	117	118	156	170	171	183	195
29	31	36	40	66	97	102	117	118	170	180	184	195
2	22	29	30	40	86	102	117	118	156	170	183	195
7	22	29	37	39	102	117	118	156	157	170	183	195
12	29	31	39	40	66	97	102	107	117	118	170	195
17	21	29	31	40	66	82	97	102	117	118	170	195
7	22	29	66	102	116	117	118	156	170	180	183	195
7	22	29	31	55	102	117	118	156	157	170	183	195
21	29	31	36	40	66	97	102	117	118	170	175	195
29	31	35	68	102	112	117	118	143	170	174	195	201
22	29	30	39	102	117	118	156	170	183	190	194	195
7	22	29	60	67	102	117	118	152	156	170	183	195
29	77	85	102	116	117	118	156	170	183	184	195	201
22	29	31	41	75	102	116	117	118	156	170	183	195
29	31	35	68	77	102	112	117	118	170	174	195	201
7	22	29	61	66	102	117	118	152	156	170	183	195
29	31	40	66	69	97	102	116	117	118	170	195	196
29	35	102	116	117	118	152	156	170	182	183	195	196
21	29	31	40	66	92	97	102	117	118	152	170	195
7	22	29	35	44	102	116	117	118	156	170	183	195
0	21	29	31	41	89	102	118	170	176	180	182	195
29	31	102	107	112	116	117	118	170	174	182	185	195
29	41	89	102	109	117	118	141	152	170	182	195	196
6	29	66	85	102	116	117	118	156	170	183	184	195
7	22	29	44	57	102	116	117	118	156	170	183	195
29	30	102	116	117	118	152	156	170	182	183	195	196
8	29	89	97	102	117	118	152	156	170	182	184	195
29	31	40	97	101	102	107	117	118	152	156	170	195
21	29	31	40	66	97	102	112	117	118	170	195	205
7	22	29	66	90	102	117	118	152	156	170	183	195
0	29	41	89	102	118	152	158	170	180	182	195	196
0	29	41	89	102	116	118	170	171	180	182	195	201
22	29	35	41	102	112	117	118	156	170	183	184	195
29	31	40	41	97	102	117	118	156	170	195	197	201
29	31	39	40	66	97	102	117	118	170	180	195	196
29	31	40	41	102	117	118	129	170	174	182	195	201
29	31	40	72	97	102	117	118	156	161	170	184	195
29	40	41	102	117	118	152	170	174	182	193	195	201
29	31	97	102	116	117	118	161	170	174	182	184	195
24	29	31	40	66	97	102	117	118	170	183	184	195
2	7	22	29	31	66	102	117	118	156	170	183	195
21	29	31	41	61	66	102	117	118	170	174	182	195
29	31	40	97	102	107	117	118	152	156	170	174	195
19	29	31	40	60	66	97	102	117	118	170	184	195
29	66	68	77	102	116	117	118	156	170	182	183	195
21	22	29	41	102	107	117	118	152	156	170	183	195
22	29	41	42	102	117	118	152	156	170	183	184	195
21	29	31	40	66	68	97	102	112	117	118	170	195
21	22	29	31	97	102	109	117	118	156	158	170	195
29	31	36	40	66	97	102	117	118	170	184	195	200
8	22	29	66	102	117	118	145	156	170	183	195	205
22	29	37	39	66	102	109	117	118	156	170	183	195
29	31	83	102	107	116	117	118	152	170	174	182	195
7	21	29	31	40	66	97	102	117	118	170	174	195
16	21	29	31	40	66	97	102	107	117	118	170	195
8	29	35	40	41	102	117	118	170	174	182	195	201
29	35	40	85	89	102	107	117	118	170	174	183	195
29	35	85	102	107	117	118	152	157	170	174	182	195
7	22	29	31	48	102	116	117	118	156	170	183	195
21	29	41	66	102	117	118	152	170	174	182	195	203
29	31	40	66	86	97	102	109	117	118	170	183	195
7	22	29	35	102	116	117	118	120	156	170	183	195
29	31	40	97	102	107	109	117	118	156	170	195	201
29	31	40	89	97	102	107	117	118	156	170	180	195
8	22	29	66	102	116	117	118	156	158	170	183	195
0	21	29	31	41	89	102	118	170	180	182	190	195
8	22	29	31	102	117	118	152	156	170	174	183	195
7	22	29	97	102	116	117	118	156	170	183	195	196
29	30	36	85	102	112	116	117	118	156	170	183	195
2	21	29	31	41	66	102	117	118	170	174	182	195
22	29	35	85	102	107	117	118	152	170	174	182	195
29	31	35	40	68	102	115	117	118	170	174	195	201
0	29	41	89	102	116	118	164	170	180	182	190	195
15	22	29	66	102	109	117	118	156	170	183	195	196
7	22	29	102	116	117	118	156	170	183	194	195	197
7	22	29	31	60	102	117	118	156	157	170	183	195
7	22	29	102	116	117	118	153	156	170	182	183	195
29	85	102	116	117	118	156	170	171	175	183	184	195
6	29	85	89	102	117	118	152	156	170	183	184	195
29	41	102	116	117	118	144	156	170	171	182	183	195
22	29	35	66	102	117	118	156	170	182	183	195	200
7	22	29	40	86	102	117	118	145	156	170	183	195
22	29	31	41	66	102	117	118	170	174	182	183	195
29	41	45	89	102	117	118	152	170	182	195	196	203
15	21	22	29	85	102	107	117	118	170	174	182	195
29	97	102	112	116	117	118	119	170	174	182	184	195
22	29	31	32	40	97	102	117	118	156	170	183	195
7	22	29	61	67	102	116	117	118	156	170	183	195
29	36	45	85	102	116	117	118	156	170	171	183	195
7	15	22	29	40	102	117	118	156	170	183	195	196
7	22	29	102	117	118	152	156	164	170	183	195	203
29	31	35	68	102	107	117	118	152	170	171	174	195
21	29	39	40	97	102	117	118	170	174	182	195	201
8	22	29	44	102	116	117	118	156	163	170	183	195
8	29	85	102	116	117	118	156	170	171	183	184	195
7	22	29	102	107	117	118	152	156	170	172	183	195
7	22	29	102	116	117	118	156	170	171	183	195	197
21	29	31	35	85	102	112	117	118	170	174	195	196
22	29	30	41	66	102	117	118	145	156	170	183	195
7	22	29	40	102	117	118	152	153	156	170	183	195
7	8	22	29	67	102	117	118	152	156	170	183	195
0	8	22	29	39	40	102	117	118	156	170	183	195
8	22	29	32	67	102	117	118	152	156	170	183	195
22	29	30	40	66	102	117	118	145	170	182	183	195
29	31	32	39	40	66	97	102	103	117	118	170	195
26	29	31	40	66	97	102	117	118	170	184	195	199
29	31	102	116	117	118	152	156	170	182	183	195	196
7	22	29	31	66	102	117	118	156	170	183	195	197
22	29	35	40	102	109	117	118	156	170	183	195	201
15	22	29	66	102	109	117	118	150	156	170	183	195
8	29	40	97	102	107	117	118	152	156	170	182	195
7	22	29	63	102	117	118	152	153	156	170	183	195
7	22	29	90	102	116	117	118	156	164	170	183	195
22	29	30	85	102	107	116	117	118	170	174	182	195
22	29	31	40	66	97	102	117	118	170	171	195	196
7	22	29	102	117	118	152	156	170	183	185	195	196
25	29	31	40	66	97	102	107	117	118	170	195	200
6	22	29	85	102	107	116	117	118	170	174	182	195
8	22	29	39	102	107	117	118	156	170	183	194	195
22	29	77	102	116	117	118	120	156	170	182	183	195
7	22	29	67	90	102	116	117	118	156	170	183	195
29	31	68	97	102	116	117	118	170	174	183	194	195
29	31	40	97	102	107	117	118	156	161	170	195	197
12	24	29	31	39	40	66	97	102	117	118	170	195
0	29	66	77	102	116	117	118	156	170	182	183	195
29	31	35	40	66	74	97	102	107	117	118	170	195
7	22	29	102	107	116	117	118	156	170	180	183	195
21	29	40	85	97	102	107	117	118	152	156	170	195
8	22	29	31	40	66	97	102	117	118	170	195	196
24	29	39	40	66	97	102	104	112	117	118	170	195
