Neuron,seq0,reporter0,seq1,reporter1,seq2,reporter2,seq3,reporter3,seq4,reporter4,seq5,reporter5,seq6,reporter6,seq7,reporter7,seq8,reporter8,seq9,reporter9,seq10,reporter10,seq11,reporter11,seq12,reporter12,seq13,reporter13,seq14,reporter14,seq15,reporter15,seq16,reporter16,seq17,reporter17,seq18,reporter18,seq19,reporter19,seq20,reporter20,seq21,reporter21,seq22,reporter22,seq23,reporter23,seq24,reporter24,seq25,reporter25,seq26,reporter26,seq27,reporter27,seq28,reporter28,seq29,reporter29,seq30,reporter30,seq31,reporter31,seq32,reporter32
SMD,398.400290167654,0,118.660605702992,1,4014.09680908321,0,135.6973,0,0.0,0,103.660789061324,1,296.766710705901,1,20.2497857030198,0,104.403774157855,0,0.0,0,0.0,0,0.0,0,99.059960980204,0,124.846279086929,1,0.0,0,77.3333412848913,0,33.7127375720258,0,34.66319,0,184.959897909561,0,265.070572140628,1,99.4247776598063,0,0.0,0,0.0,1,69.8409533142065,1,0.0,0,0.0,0,236.031355049706,1,50.2171,1,48.8049772242929,0,233.815997048853,0,169.670291488642,0,1265.56757432703,1,0.0,1
AVG,401.096296691692,0,43.4726335223272,0,0.0,0,0.0,0,0.0,0,92.9237111566959,1,505.445613361653,0,45.2442612553404,0,29.1734919333597,0,0.0,0,0.0,0,0.0,0,19.7211364568043,0,0.0,0,0.0,0,60.2132671396381,0,49.068242448671,0,731.4855,0,26.5444743411587,0,351.959408036377,0,75.4121137862963,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,66.3103085177864,0,0.0,0,39.5252227069696,0,0.0,0,295.580286553925,0,324.297253027818,1,227.5425,1
AVF,460.510972062364,0,0.0,0,0.0,0,0.0,0,38.69556,0,0.0,0,70.9121076837898,0,50.4621842573474,0,252.393333077148,0,47.44648,0,0.0,0,140.576443804358,0,378.882070094533,1,107.070566253773,0,261.138230689558,0,564.222141446777,0,0.0,0,126.8013,0,0.0,0,341.033572240915,0,169.184115949182,0,0.0,0,0.0,0,107.097834899669,0,0.0,0,0.0,0,90.472430632292,0,28.35397,0,26.0764897765423,0,0.0,0,81.0715184664019,1,0.0,0,0.0,0
M5,210.550194379029,0,0.0,0,0.0,0,0.0,0,0.0,0,83.595638193673,0,121.27328696113,0,20.0701344470526,0,0.0,0,0.0,0,0.0,0,0.0,0,164.951639915748,0,124.149936313471,0,0.0,0,116.835952884023,0,0.0,0,0.0,0,62.8064144842625,0,206.850389211807,0,195.326034748621,0,0.0,0,0.0,0,101.987921997323,0,0.0,0,0.0,0,178.846999684125,1,33.18602,0,27.9656494862292,0,0.0,1,0.0,0,0.0,0,88.83318,1
M2,273.076166090805,0,0.0,0,0.0,0,285.4355,0,0.0,0,227.558879978131,1,88.8379031122413,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,30.6633871155269,0,139.292228859834,0,0.0,0,122.294121436279,0,18.4401298827008,0,0.0,0,54.0713038666177,0,308.341423921533,0,130.763050132703,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,122.645667315496,0,24.66114,0,59.5604956887265,0,644.544899171686,1,0.0,0,0.0,0,1054.206,0
M1,247.446754461404,0,0.0,0,0.0,0,55.41501,0,0.0,0,160.300257984074,0,96.4403947273478,0,5.00114885859315,0,0.0,0,124.7863,0,0.0,0,0.0,0,195.514479226752,0,288.748370461655,0,0.0,0,47.3335290157242,0,8.84724353043948,0,66.01748,0,354.88023736172,1,275.889746220363,0,43.5932150602012,0,0.0,0,16.35037,0,18.5080263689049,0,0.0,0,0.0,0,140.997121941172,0,30.31702,0,12.085288727712,0,88.0895683172582,1,0.0,0,0.0,0,277.1465,0
I6,70.7987130653025,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,324.885961276053,0,45.9562948906859,0,147.779599376367,0,0.0,0,0.0,0,0.0,0,160.639338439188,0,0.0,0,0.0,0,98.7782400947956,0,331.850130626538,1,0.0,0,136.49428836822,0,112.901041213659,0,202.940716605677,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,77.6847885370149,1,0.0,0,0.0,0,1856.4073185109,0,0.0,0,480.114003464145,0,356.7179,0
I5,174.491303470926,0,0.0,0,0.0,0,0.0,0,0.0,0,43.3319624741366,0,68.3558973933215,0,29.8075161888876,0,113.957141758426,0,0.0,0,0.0,0,0.0,0,138.849678954791,0,0.0,0,694.009270842761,0,85.0121576156101,0,8.9064782700509,0,0.0,0,81.6939298282701,1,195.27559493634,0,179.272347168811,0,0.0,0,0.6431115,0,18.8861705807855,0,0.0,0,0.0,0,51.166973198794,0,15.98205,0,10.9315827270056,0,486.791300652788,1,0.0,0,0.0,0,10.01992,0
I4,244.058701411241,0,0.0,0,0.0,0,0.0,0,0.0,0,402.92249753155,0,84.3710436072539,0,0.0,0,0.0,0,35.57304,0,0.0,0,0.0,0,115.169445263069,0,0.0,0,0.0,0,182.005098842111,0,38.2385880379398,0,234.1288,0,241.589635766024,1,406.471180231894,0,259.890142545781,0,0.0,0,0.0,0,52.5070652667436,0,0.0,0,0.0,0,232.515165846921,0,51.67729,0,70.3345231978332,0,243.779225367282,0,0.0,0,0.0,0,513.6594,0
SIB,222.626467875832,0,12.7435439306132,0,472.28561903952,0,0.0,1,0.0,0,42.6804387466493,1,202.78105653178,0,19.1675277304536,0,0.0,0,0.0,0,0.0,0,61.866028835597,0,59.3804622111122,0,0.0,0,0.0,0,46.3881434981248,0,21.3635636638915,0,176.7146,1,39.3797847050672,0,261.26760872685,0,133.550594102143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,40.8006979360192,1,0.0,0,100.188860190405,0,0.0,0,105.198120984641,0,704.103466079685,0,34.82461,1
AVB,212.413953839813,0,22.9561759651104,0,96286.1843252191,1,0.0,0,80.1438,1,82.1981786381206,1,282.483659938632,0,18.5054887264169,0,70.0569683884185,0,0.0,0,0.0,0,0.0,0,65.7815549949218,0,0.0,0,0.0,0,43.5248840508848,0,0.0,0,32.00527,0,28.3780663295539,0,279.961405018038,0,72.4844100271731,0,0.0,0,0.0,0,154.094252119563,1,0.0,0,0.0,0,23.9359084593166,0,24.83792,1,0.0,1,0.0,0,76.4616235209295,0,47.7688180953922,0,59.79443,1
AWB,291.382279187797,0,0.0,1,0.0,0,0.0,0,0.0,1,0.0,0,72.0469026631291,0,54.4276167337837,1,0.0,0,132.5084,1,74.3015362263656,0,177.65555854058,1,56.3537205122709,0,0.0,0,217.096727490943,0,0.0,1,46.7304573006637,0,0.0,0,305.97824898041,1,143.317618507341,0,190.602934095764,1,124.653401974219,0,0.0,0,67.5464922545685,0,0.0,1,126.458855545384,0,0.0,1,0.0,0,13.482888626236,0,0.0,1,214.339735490612,0,0.0,0,0.0,0
RME_LR,334.442924762592,0,28.7366289392998,1,0.0,0,220.4935,0,0.0,0,0.0,1,231.40505038535,0,0.0,0,107.979111032937,0,0.0,0,0.0,0,239.269399746164,0,0.0,0,0.0,0,0.0,0,279.596795628096,0,0.0,0,0.0,0,90.683361252967,0,549.919236921075,0,140.678149347167,0,399.644127866356,0,0.0,0,183.313980464386,1,0.0,0,0.0,0,316.784034384948,1,0.0,0,0.0,1,0.0,0,80.4817856403607,0,2450.86299194389,1,251.5633,1
I3,479.708837494885,0,0.0,0,0.0,0,0.0,0,0.0,0,8.05564880061529,0,219.361066124565,0,0.0,0,312.477905883844,0,44.69121,0,0.0,0,0.0,0,36.2650237521535,0,0.0,0,0.0,0,341.051674191483,0,8.05564880061529,0,0.0,0,225.375851776686,1,703.646912972748,0,98.1162169682897,0,0.0,0,0.0,0,124.596281951676,0,0.0,0,0.0,0,8.05564880061529,0,337.1208,0,92.6857284079136,0,404.220281887491,1,0.0,0,0.0,0,825.9455,1
I2,70.1066999228969,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,300.667660150776,0,0.0,0,24.1175545209163,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1026.85141917573,0,0.0,0,0.0,0,2018.55127355619,0,500.36586858459,0,271.032955337384,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,230.535974435985,0,341.5137,1,16.9360352041143,0,0.0,0,0.0,0,0.0,0,170.0221,0
I1,208.215604095788,0,0.0,0,0.0,0,179.4092,0,0.0,0,171.214954696249,1,129.868826498355,0,0.0,0,68.4425023698261,0,189.1565,0,0.0,0,0.0,0,116.766405316213,0,81.975088681208,0,0.0,0,142.93765256617,0,96.3737579864669,0,144.4023,1,291.885812739158,0,426.071164818505,0,132.395182531932,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,197.097869587103,1,25.31652,0,32.5097945835459,0,0.0,1,125.06484654282,1,0.0,0,39.27452,0
URY,541.416064597053,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,212.340301167988,0,0.0,0,58.9111185433904,0,0.0,0,0.0,0,66.9911672794738,0,228.055590282304,1,75.6370379150289,0,0.0,0,86.617319163033,0,0.0,0,0.0,0,83.5931524748347,0,370.592693605169,0,212.39756907755,0,0.0,0,0.0,0,0.0,0,39.64823214143,0,480.802837370213,0,180.820217928739,0,104.6649,0,42.201862101794,0,0.0,0,686.730999660272,1,0.0,0,0.0,0
URB,624.235310193596,0,0.0,0,2520.61970352623,0,0.0,0,0.0,0,0.0,0,96.1645743028602,0,6.49920706691582,0,161.928359037619,0,0.0,0,0.0,0,29.0509612594947,0,28.9687025333449,0,286.082531957052,1,0.0,0,53.4564220002466,0,0.0,0,0.0,0,79.8626559005921,0,269.323273977082,0,102.18555792084,0,0.0,0,2.198831,1,0.0,0,0.0,0,0.0,0,492.773538633919,1,0.0,0,0.0,0,0.0,0,26.2348782160385,0,219.636836648514,0,45.64805,0
URA,367.348659122542,0,0.0,0,0.0,0,139.4172,0,0.0,0,171.706376335585,1,118.560048121994,0,17.2525623496073,0,88.5415230444225,1,0.0,0,0.0,0,0.0,0,0.0,0,551.878226443229,1,0.0,0,58.6441631418994,0,0.0,0,0.0,0,30.2747086009631,0,396.671844617472,0,186.124855530024,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,121.144877517966,1,0.0,0,163.457278119871,0,0.0,0,0.0,0,0.0,0,87.67125,0
RME_DV,281.295085310831,0,45.5544009905205,1,0.0,1,0.0,0,0.0,0,82.3815251626696,0,327.203790420077,0,0.0,0,481.251132256474,0,0.0,0,0.0,0,0.0,0,214.115668678913,0,0.0,0,0.0,0,127.315847353881,0,0.0,0,0.0,0,97.0294999289405,0,242.92471089451,0,96.386265061745,0,0.0,0,0.0,0,164.36349283496,1,0.0,0,0.0,0,161.345311690964,1,0.0,0,430.246237772776,1,0.0,0,221.482877465641,1,2713.6248409413,1,323.7294,1
AVJ,281.109570647923,0,0.0,0,0.0,0,0.0,0,0.0,0,31.3672995681886,1,169.144910845512,1,43.0562382206468,0,70.4497065741411,1,0.0,0,0.0,1,77.1708293181775,0,123.444996000038,1,0.0,0,44.8220280432953,0,72.1345243348146,0,0.0,0,0.0,0,0.0,0,391.382032721787,0,138.956994109625,0,0.0,0,0.0,0,0.0,1,31.1069965700718,0,0.0,0,119.495013811615,1,112.1354,1,99.1533637846756,1,0.0,0,39.6495152374399,0,0.0,0,0.0,0
RIP,196.94196906794,0,15.0747072307147,0,0.0,0,32.90125,0,235.1045,0,85.8997226416701,0,590.560942219365,0,47.9953202511271,0,46.27878454764,0,10.33521,0,191.150600324085,1,0.0,0,29.8272173196497,0,196.456920640297,0,0.0,0,41.7798206525569,0,0.0,0,14.75639,0,154.242723239578,0,733.688981798602,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,105.187074149542,1,0.0,0,36.646562330904,0,0.0,0,57.0052588865125,0,39.3081780978437,0,0.0,0
OLQ,331.111966398984,0,36.5437815506625,0,230.58525564862,0,0.0,0,0.0,0,183.772178456763,0,184.038148068049,0,44.0619844849788,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,88.7034345323937,0,38.8515910725009,0,436.4001,0,2905.22510789362,0,272.484492607984,1,337.106115769773,0,0.0,1,0.0,0,0.0,0,0.0,0,6.70108067159072,1,278.858736573547,0,0.0,0,277.706868543437,0,0.0,0,220.183352727789,1,0.0,0,0.0,0
OLL,197.176392127058,0,0.0,0,0.0,0,0.0,0,423.6886,0,0.0,1,44.5088030079985,0,0.0,0,42.089154203558,1,109.2265,0,0.0,0,0.0,0,224.58258617013,0,0.0,0,0.0,0,56.3607639622357,0,0.0,0,0.0,0,837.196656137829,0,877.877411246814,1,177.120166078967,0,0.0,0,0.0,0,0.0,0,0.0,0,159.846794304899,1,95.7182805889255,1,0.0,0,0.0,0,2515.77572143776,0,31.1655919367447,1,194.307525754091,0,0.0,0
IL2_LR,291.337874052521,0,3.98737614643347,0,0.0,0,0.0,0,0.0,0,200.220896716049,0,101.347785485071,0,21.7028178841493,1,74.6607875169683,1,45.31909,0,0.0,0,133.089987620412,1,25.4680492558501,0,171.271424689045,1,728.909591473974,0,45.4026134868782,0,247.561034165961,1,0.0,0,425.500973281051,1,209.314645026595,0,88.0032889513103,0,0.0,0,1.501849,1,0.0,0,32.3678647705291,0,132.592312178185,0,96.2263882645598,0,0.0,0,97.7238099294911,0,845.254899976651,0,32.4597671076014,0,0.0,1,0.0,0
IL2_DV,338.074370451168,0,112.325958702528,0,0.0,0,0.0,0,0.0,0,230.845377082834,0,146.449667039359,0,28.755098613713,1,1344.5074556532,1,49.53588,0,0.0,0,50.4454729094152,1,32.2476096232449,0,217.317849960648,1,0.0,0,71.9446074322999,0,286.675734862717,1,0.0,0,411.921699534455,1,335.889610006272,0,120.857661619145,0,0.0,0,0.4436138,1,31.0013239811713,0,4.17324281162624,0,169.047937583634,0,101.317668310042,0,0.0,0,43.5171518108994,0,0.0,0,0.0,0,0.0,1,0.0,0
IL1,525.213029974445,0,0.0,0,0.0,0,0.0,0,0.0,0,45.61902440814,1,246.357006335714,1,0.0,0,249.52819816349,1,0.0,0,0.0,0,0.0,0,325.245075811861,0,0.0,0,0.0,0,503.504403333162,0,0.0,0,0.0,0,312.07903713119,1,314.411063533938,0,0.0,0,1076.60023365953,0,0.0,0,0.0,0,0.0,0,240.439093351138,0,243.13474431498,0,198.2068,0,153.309040537568,0,0.0,0,0.0,0,985.052496734571,0,0.0,0
M3,356.455957247998,0,0.0,0,0.0,0,0.0,0,0.0,0,36.9536764456755,1,37.4126957588248,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,143.613540725169,0,0.0,0,0.0,0,357.682042065748,0,30.0499665118706,0,0.0,0,306.523498228072,0,326.64459282501,0,383.325394786524,0,0.0,0,0.0,0,41.6679973863154,0,0.0,0,0.0,0,30.2906888055679,0,20.32979,0,120.265123551618,0,375.846213119609,0,0.0,0,0.0,0,220.0142,0
M4,70.9028012496608,0,0.0,0,936.593275302953,0,0.0,0,0.0,0,0.0,0,30.2920150248395,0,0.0,0,270.562770562771,0,0.0,0,0.0,0,0.0,0,0.0,0,661.375661375661,0,0.0,0,168.691104879989,0,40.6107862248213,0,0.0,0,0.0,0,90.8760450745184,0,672.043010752688,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,30.2920150248395,0,0.0,0,81.859671790516,1,0.0,0,0.0,0,0.0,0,49.42665,0
MC,336.098455938961,0,0.0,0,0.0,0,115.412,0,0.0,0,0.0,0,163.171025491956,0,26.6217539121259,0,0.0,0,0.0,0,0.0,0,0.0,0,241.037255185467,0,0.0,0,0.0,0,142.770838295801,0,24.3664447738055,0,0.0,0,184.491381767755,0,379.369651185812,0,163.580720448466,0,0.0,0,0.0,0,0.0,0,0.0,0,10.0636151099966,0,527.038152706602,0,92.94317,0,35.3906385726678,0,414.106013176592,0,0.0,0,0.0,0,1083.734,1
MI,128.080873692093,0,25.1440622690766,0,0.0,0,0.0,0,0.0,0,120.839346329288,0,93.032757254546,0,31.5527113037435,0,19.0685489011199,0,0.0,0,0.0,0,0.0,0,63.6646891934696,0,0.0,0,0.0,0,116.969941723632,0,20.579401114894,0,40.88014,0,150.314174190612,1,189.92121300133,0,74.0479474544608,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,27.3981716310691,0,15.98511,0,7.19597935675913,0,0.0,0,0.0,0,0.0,0,0.0,1
NSM,319.666451090946,0,65.9021579612204,0,0.0,0,191.4455,0,0.0,0,67.3027225827305,0,156.517948524332,0,22.2421248233912,0,113.136900679121,1,162.9286,0,0.0,0,0.0,0,201.930985313919,1,0.0,0,264.127227120951,1,119.886687370326,0,15.2858904536537,0,0.0,0,421.812971805284,0,831.171033752211,1,268.44869471428,0,0.0,0,0.0,0,291.162300852749,0,6.30575664590228,0,0.0,0,159.793388698716,1,25.46654,0,7.0956459683043,0,0.0,1,96.1567475513873,0,0.0,0,335.9286,1
ALA,237.554009396593,0,54.530856877705,0,0.0,0,44.88789,0,0.0,0,0.0,0,107.389961697985,0,38.2459702431232,0,26.6711499954001,1,0.0,0,0.0,0,0.0,0,86.7256856687308,0,382.470565308069,0,0.0,0,87.339265038465,0,0.0,0,60.74333,1,0.0,0,271.339927817584,0,99.9531650303422,0,0.0,0,3.508186,0,0.0,0,2.12974631212595,0,0.0,0,98.6558259108709,0,0.0,0,5.25763262606393,0,0.0,0,129.393979321264,0,352.443685103873,0,0.0,0
RID,214.4336209576,0,8.12400036699294,0,157972.328361395,1,27.7808,0,0.0,0,24.7880252644184,0,88.4011864281741,0,29.922262998124,0,28.0564354151848,0,0.0,0,0.0,0,0.0,0,0.0,0,201.725469327283,0,576.500177461157,0,26.5827431114041,0,42.274473285936,1,0.0,0,10.0911705847119,0,232.227072156882,1,213.404077473125,0,0.0,0,0.0,0,41.8681221432608,0,0.0,0,0.0,0,27.2131856869533,0,0.0,0,20.6454251992754,0,706.948724405673,0,233.580015391423,0,0.0,0,253.4743,0
URX,248.789091486195,0,0.0,0,0.0,0,0.0,0,0.0,0,163.468858961332,0,71.377629726938,0,118.387298302245,0,0.0,0,11.52776,0,52.704903915744,0,38.7165632164933,0,205.027727070595,1,74.5556344275315,1,29.9209363424251,0,45.9885174479078,0,21.4313321073861,0,0.0,1,67.7373495942589,0,187.906926309061,0,118.991340123437,0,305.079972721289,0,0.0,1,0.0,0,0.0,0,52.8448895168027,1,76.708189771476,0,3.949452,0,64.9843063966977,1,0.0,0,194.989211389981,1,0.0,0,139.4022,1
ADA,443.861856302836,0,0.0,0,718.253225257887,1,0.0,0,0.0,1,0.0,0,215.351877517198,0,0.0,0,131.547471011629,0,0.0,0,68.5733446120698,1,0.0,0,138.138661063585,1,84.7218993016182,0,0.0,0,50.71796966504,0,0.0,1,0.0,0,23.8062619639977,0,390.287656284842,0,217.955296342545,0,0.0,0,0.0,0,111.594271407684,0,0.0,0,0.0,0,147.133499163566,1,0.0,0,0.0,1,0.0,0,39.8622851386459,0,0.0,0,0.0,0
ADE,351.323539484936,0,18.1535064315366,0,0.0,1,0.0,0,0.0,0,114.35486069496,0,153.732978832666,0,15.860375302002,0,0.0,1,0.0,0,0.0,1,34.4976903885013,0,101.621311503207,0,0.0,0,0.0,0,78.7373147654152,0,17.5664827716683,1,0.0,0,381.791018667915,0,493.522471655767,0,117.530492675346,0,1033.14831108762,0,0.0,0,0.0,0,68.9593997764936,0,112.269149124765,0,82.6352817797404,1,0.0,0,20.0049467593016,1,2280.22335042498,0,68.6497544857879,0,72.0046605972198,0,0.0,0
AIN,292.150877269059,0,44.6075878333569,1,0.0,0,46.66806,1,48.6039,0,0.0,1,185.136018132,0,53.4789965686724,0,131.714910596633,1,0.0,0,97.1704207152576,1,0.0,0,185.911160601773,0,0.0,0,933.053637775566,0,64.2516054717132,0,12.4628999417836,0,0.0,0,80.7070397523022,0,194.506795159307,0,87.8612212098566,0,0.0,0,0.0,0,61.1202553682023,0,0.0,0,0.0,0,135.845190981747,1,0.0,1,197.321262065365,1,0.0,0,61.5564653939978,0,0.0,0,0.0,0
AQR,309.679956491678,0,68.1116421538675,0,2198.76324314916,0,25.94748,0,0.0,0,0.0,0,93.7169413432068,0,425.321179409375,0,0.0,0,0.0,0,44.3404742192334,0,84.0555713583746,0,236.138853324544,1,46.0657274727242,0,13.0538734014383,0,161.752856866347,0,9.93139079577081,0,11.17363,1,98.3007610836292,0,224.375229722347,0,130.499090599176,0,0.0,0,0.0,0,0.0,0,12.801896723378,0,149.690456536045,0,42.8165105075405,0,0.0,0,49.8768920422441,0,0.0,0,111.670724794722,0,122.551465732906,0,0.0,0
ASG,179.391047564557,0,22.2461391954921,0,0.0,0,0.0,0,0.0,0,18.8056974758495,0,112.308586284708,0,253.126436985863,1,21.3288443972263,0,73.58159,1,47.516678641552,1,70.7610947012155,1,58.6694243613785,1,0.0,0,0.0,1,56.7620201541462,1,59.5611143517685,1,0.0,0,180.230979041847,1,130.333167678724,0,151.003933012189,0,0.0,0,0.0,0,0.0,0,3.65275430743709,1,173.081790953238,1,0.0,0,11.36964,0,30.5630316669274,0,0.0,0,183.9082525273,0,519.717535356976,1,0.0,0
ASJ,138.567721674266,0,6.69523121067653,1,0.0,0,0.0,0,0.0,0,0.0,0,67.6433708387101,0,26.5100883381334,1,51.1495668041002,1,0.0,0,5.92767172631827,0,0.0,1,41.7856856211472,0,0.0,0,759.428012615966,1,27.3725642213776,1,104.968683071287,0,0.0,0,231.253266855034,1,97.0453181770431,0,97.7291924266966,1,0.0,0,0.5809256,0,31.3655956357829,1,33.4953643781101,1,118.177790414904,1,0.0,0,0.0,0,3.95600047955271,0,0.0,1,0.0,0,0.0,0,0.0,0
CEP,288.471062767204,0,27.4047367065799,0,0.0,0,62.67416,0,0.0,0,42.0675802410232,0,162.77987029568,0,0.0,0,154.006905122338,0,0.0,0,0.0,0,0.0,0,62.9247550012419,0,89.0519606960992,0,0.0,0,65.0204592634437,0,24.2075521000742,0,0.0,0,451.246022186781,0,335.87436922962,0,110.639882752664,0,3317.03753598443,1,0.0,0,0.0,0,10.9437322306478,0,151.062882491896,0,115.835501190732,1,37.0067,0,55.535719355674,0,0.0,0,85.024464278954,0,98.6952012658772,0,0.0,0
AVD,610.144066827228,0,0.0,0,0.0,0,0.0,0,0.0,0,55.4011813365593,1,194.853894004381,0,29.602881353766,0,186.956286454194,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,45.2469553586992,0,0.0,0,0.0,0,0.0,0,463.088882255096,0,211.416986237133,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,0,200.761461176263,1,139.5627,1,101.19106870736,1,1182.54016664699,0,89.0727014968891,1,0.0,0,163.9802,0
AVH,311.547672964826,0,0.0,0,42891.29169273,0,0.0,0,0.0,0,30.1137894305992,0,68.2290833050622,0,22.2583250090157,0,95.8327447985539,1,0.0,0,0.0,0,93.289642278726,0,58.4955710146519,0,0.0,0,40.9871176178559,0,44.504288650026,0,91.9109694494281,0,0.0,1,0.0,0,280.265207139637,0,186.716817812822,0,0.0,0,0.0,0,0.0,0,3.35891938918305,0,0.0,0,92.4670729528658,1,14.40151,0,11.8184140620982,1,464.415436255869,0,7.56434267466281,0,26.1126080093781,0,0.0,0
SMB,229.276309279482,0,7.97261088719518,0,1839.30490725386,0,167.5904,0,0.0,0,25.2367505383351,1,199.612854316245,0,23.7496965461803,0,64.9471147770626,0,0.0,0,0.0,0,0.0,0,19.9864261625794,0,0.0,0,50.5877483556962,0,86.7614856724174,0,35.9019113025497,0,0.0,0,45.7406299917269,0,266.395255400407,0,107.561581195101,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,41.5005945840244,1,0.0,0,57.6063434496516,0,0.0,0,292.377936156882,0,329.293417401235,1,123.4555,0
