22	26
22	41
22	82
22	84
22	97
22	102
22	117
22	118
22	120
22	142
22	148
22	152
22	153
22	157
22	170
22	172
22	182
22	183
22	192
22	194
26	41
26	82
26	84
26	97
26	102
26	117
26	118
26	120
26	142
26	148
26	152
26	153
26	157
26	170
26	172
26	182
26	183
26	192
26	194
41	82
41	84
41	97
41	102
41	117
41	118
41	120
41	142
41	148
41	152
41	153
41	157
41	170
41	172
41	182
41	183
41	192
41	194
82	84
82	97
82	102
82	117
82	118
82	120
82	142
82	148
82	152
82	153
82	157
82	170
82	172
82	182
82	183
82	192
82	194
84	97
84	102
84	117
84	118
84	120
84	142
84	148
84	152
84	153
84	157
84	170
84	172
84	182
84	183
84	192
84	194
97	102
97	117
97	118
97	120
97	142
97	148
97	152
97	153
97	157
97	170
97	172
97	182
97	183
97	192
97	194
102	117
102	118
102	120
102	142
102	148
102	152
102	153
102	157
102	170
102	172
102	182
102	183
102	192
102	194
117	118
117	120
117	142
117	148
117	152
117	153
117	157
117	170
117	172
117	182
117	183
117	192
117	194
118	120
118	142
118	148
118	152
118	153
118	157
118	170
118	172
118	182
118	183
118	192
118	194
120	142
120	148
120	152
120	153
120	157
120	170
120	172
120	182
120	183
120	192
120	194
142	148
142	152
142	153
142	157
142	170
142	172
142	182
142	183
142	192
142	194
148	152
148	153
148	157
148	170
148	172
148	182
148	183
148	192
148	194
152	153
152	157
152	170
152	172
152	182
152	183
152	192
152	194
153	157
153	170
153	172
153	182
153	183
153	192
153	194
157	170
157	172
157	182
157	183
157	192
157	194
170	172
170	182
170	183
170	192
170	194
172	182
172	183
172	192
172	194
182	183
182	192
182	194
183	192
183	194
192	194
