31	35
31	36
31	40
31	42
31	64
31	66
31	67
31	68
31	85
31	95
31	96
31	102
31	107
31	116
31	117
31	127
31	142
31	149
31	152
31	156
31	158
31	161
31	164
31	176
31	190
31	196
35	36
35	40
35	42
35	64
35	66
35	67
35	68
35	85
35	95
35	96
35	102
35	107
35	116
35	117
35	127
35	142
35	149
35	152
35	156
35	158
35	161
35	164
35	176
35	190
35	196
36	40
36	42
36	64
36	66
36	67
36	68
36	85
36	95
36	96
36	102
36	107
36	116
36	117
36	127
36	142
36	149
36	152
36	156
36	158
36	161
36	164
36	176
36	190
36	196
40	42
40	64
40	66
40	67
40	68
40	85
40	95
40	96
40	102
40	107
40	116
40	117
40	127
40	142
40	149
40	152
40	156
40	158
40	161
40	164
40	176
40	190
40	196
42	64
42	66
42	67
42	68
42	85
42	95
42	96
42	102
42	107
42	116
42	117
42	127
42	142
42	149
42	152
42	156
42	158
42	161
42	164
42	176
42	190
42	196
64	66
64	67
64	68
64	85
64	95
64	96
64	102
64	107
64	116
64	117
64	127
64	142
64	149
64	152
64	156
64	158
64	161
64	164
64	176
64	190
64	196
66	67
66	68
66	85
66	95
66	96
66	102
66	107
66	116
66	117
66	127
66	142
66	149
66	152
66	156
66	158
66	161
66	164
66	176
66	190
66	196
67	68
67	85
67	95
67	96
67	102
67	107
67	116
67	117
67	127
67	142
67	149
67	152
67	156
67	158
67	161
67	164
67	176
67	190
67	196
68	85
68	95
68	96
68	102
68	107
68	116
68	117
68	127
68	142
68	149
68	152
68	156
68	158
68	161
68	164
68	176
68	190
68	196
85	95
85	96
85	102
85	107
85	116
85	117
85	127
85	142
85	149
85	152
85	156
85	158
85	161
85	164
85	176
85	190
85	196
95	96
95	102
95	107
95	116
95	117
95	127
95	142
95	149
95	152
95	156
95	158
95	161
95	164
95	176
95	190
95	196
96	102
96	107
96	116
96	117
96	127
96	142
96	149
96	152
96	156
96	158
96	161
96	164
96	176
96	190
96	196
102	107
102	116
102	117
102	127
102	142
102	149
102	152
102	156
102	158
102	161
102	164
102	176
102	190
102	196
107	116
107	117
107	127
107	142
107	149
107	152
107	156
107	158
107	161
107	164
107	176
107	190
107	196
116	117
116	127
116	142
116	149
116	152
116	156
116	158
116	161
116	164
116	176
116	190
116	196
117	127
117	142
117	149
117	152
117	156
117	158
117	161
117	164
117	176
117	190
117	196
127	142
127	149
127	152
127	156
127	158
127	161
127	164
127	176
127	190
127	196
142	149
142	152
142	156
142	158
142	161
142	164
142	176
142	190
142	196
149	152
149	156
149	158
149	161
149	164
149	176
149	190
149	196
152	156
152	158
152	161
152	164
152	176
152	190
152	196
156	158
156	161
156	164
156	176
156	190
156	196
158	161
158	164
158	176
158	190
158	196
161	164
161	176
161	190
161	196
164	176
164	190
164	196
176	190
176	196
190	196
