31	40	89	102	107	117	118	170	183	184	195
31	40	41	89	102	107	116	117	118	170	183
21	31	40	41	89	107	116	117	118	170	183
31	40	41	89	102	107	118	170	182	184	195
8	31	40	41	97	102	107	116	118	174	194
31	40	85	89	107	117	118	170	183	184	195
31	40	41	89	102	107	118	158	170	184	195
29	31	41	89	97	102	107	116	118	170	196
31	40	41	89	97	102	107	118	170	184	195
0	31	40	85	89	107	118	170	183	184	195
31	40	41	71	89	102	107	118	170	184	195
31	40	68	89	102	107	117	118	120	184	195
31	35	40	89	107	117	118	170	183	184	195
31	40	41	89	102	107	118	170	183	184	195
29	31	41	85	89	102	107	116	118	170	195
7	31	40	41	89	107	116	117	118	170	183
31	40	89	97	102	107	118	170	171	184	195
